number,partner,compliance,alternative,signature,alternative_other_MLI,comments,iso3c,year,minimum_standard,type,inc_frame_member
30,Greece,No,NA,Yes,NA,,DEU,2020,NA,NA,yes
31,Hungary,No,NA,Yes,NA,,DEU,2020,NA,NA,yes
32,Iceland,No,NA,No,NA,,DEU,2020,NA,NA,yes
33,India,No,NA,No,NA,,DEU,2020,NA,NA,yes
34,Indonesia,No,NA,No,NA,,DEU,2020,NA,NA,yes
35,Iran*,No,NA,No,NA,,DEU,2020,NA,NA,no
36,Ireland,No,NA,No,NA,,DEU,2020,NA,NA,yes
37,Israel,No,NA,No,NA,,DEU,2020,NA,NA,yes
38,Italy,No,NA,Yes,NA,,DEU,2020,NA,NA,yes
39,Jamaica,No,NA,No,NA,,DEU,2020,NA,NA,yes
40,Japan,Yes,PPT and LOB,N/A,NA,,DEU,2020,PPT and LOB,NA,yes
41,Kazakhstan,No,NA,No,NA,,DEU,2020,NA,NA,yes
42,Kenya,No,NA,No,NA,,DEU,2020,NA,NA,yes
43,Korea,No,NA,No,NA,,DEU,2020,NA,NA,yes
44,Kosovo*,No,NA,No,NA,,DEU,2020,NA,NA,no
45,Kuwait*,No,NA,No,NA,,DEU,2020,NA,NA,no
46,Kyrgyzstan*,No,NA,No,NA,,DEU,2020,NA,NA,no
47,Latvia,No,NA,No,NA,,DEU,2020,NA,NA,yes
48,Liberia,No,NA,No,NA,,DEU,2020,NA,NA,yes
49,Liechtenstein,No,NA,Yes,PPT alone,,DEU,2020,PPT alone,NA,yes
50,Lithuania,No,NA,No,NA,,DEU,2020,NA,NA,yes
51,Luxembourg,No,NA,Yes,NA,,DEU,2020,NA,NA,yes
52,Malaysia,No,NA,No,NA,,DEU,2020,NA,NA,yes
53,Malta,No,NA,Yes,NA,,DEU,2020,NA,NA,yes
54,Mauritius,No,NA,No,NA,,DEU,2020,NA,NA,yes
55,Mexico,No,NA,No,NA,,DEU,2020,NA,NA,yes
56,Moldova*,No,NA,No,NA,,DEU,2020,NA,NA,no
57,Mongolia,No,NA,No,NA,,DEU,2020,NA,NA,yes
58,Montenegro,No,NA,No,NA,,DEU,2020,NA,NA,yes
59,Morocco,No,NA,No,NA,,DEU,2020,NA,NA,yes
60,Namibia,No,NA,No,NA,,DEU,2020,NA,NA,yes
61,Netherlands,No,NA,No,NA,,DEU,2020,NA,NA,yes
62,New Zealand,No,NA,No,NA,,DEU,2020,NA,NA,yes
63,North Macedonia,No,NA,No,NA,,DEU,2020,NA,NA,yes
64,Norway,No,NA,No,NA,,DEU,2020,NA,NA,yes
65,Pakistan,No,NA,No,NA,,DEU,2020,NA,NA,yes
66,Philippines*,No,NA,No,NA,,DEU,2020,NA,NA,no
67,Poland,No,NA,No,NA,,DEU,2020,NA,NA,yes
68,Portugal,No,NA,No,NA,,DEU,2020,NA,NA,yes
69,Romania,No,NA,Yes,NA,,DEU,2020,NA,NA,yes
70,Russia,No,NA,No,NA,,DEU,2020,NA,NA,yes
71,Serbia,No,NA,No,NA,,DEU,2020,NA,NA,yes
72,Singapore,No,NA,Yes,PPT alone,,DEU,2020,PPT alone,NA,yes
73,Slovak Republic,No,NA,Yes,NA,,DEU,2020,NA,NA,yes
74,Slovenia,No,NA,No,NA,,DEU,2020,NA,NA,yes
75,South Africa,No,NA,No,NA,,DEU,2020,NA,NA,yes
76,Spain,No,NA,Yes,NA,,DEU,2020,NA,NA,yes
77,Sri Lanka,No,NA,No,NA,,DEU,2020,NA,NA,yes
78,Sweden,No,NA,No,NA,,DEU,2020,NA,NA,yes
79,Switzerland,No,NA,No,NA,,DEU,2020,NA,NA,yes
80,Syrian Arab Republic*,No,NA,No,NA,,DEU,2020,NA,NA,no
81,Tajikistan*,No,NA,No,NA,,DEU,2020,NA,NA,no
82,Thailand,No,NA,No,NA,,DEU,2020,NA,NA,yes
83,Trinidad and Tobago,No,NA,No,NA,,DEU,2020,NA,NA,yes
84,Tunisia,No,NA,No,NA,,DEU,2020,NA,NA,yes
85,Turkey,No,NA,No,NA,,DEU,2020,NA,NA,yes
86,Turkmenistan*,No,NA,No,NA,,DEU,2020,NA,NA,no
87,Ukraine,No,NA,No,NA,,DEU,2020,NA,NA,yes
88,United Arab Emirates,No,NA,No,NA,,DEU,2020,NA,NA,yes
89,United Kingdom,No,NA,No,NA,,DEU,2020,NA,NA,yes
90,United States,No,NA,No,NA,,DEU,2020,NA,NA,yes
91,Uruguay,No,NA,No,NA,,DEU,2020,NA,NA,yes
92,Uzbekistan*,No,NA,No,NA,,DEU,2020,NA,NA,no
93,Venezuela*,No,NA,No,NA,,DEU,2020,NA,NA,no
94,Viet Nam,No,NA,No,NA,,DEU,2020,NA,NA,yes
95,Zambia,No,NA,No,NA,,DEU,2020,NA,NA,yes
96,Zimbabwe*,No,NA,No,NA,,DEU,2020,NA,NA,no
1,United Kingdom,Yes,PPT alone,N/A,NA,,GIB,2020,PPT alone,NA,yes
1,Albania,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
2,Armenia,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
3,Austria,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
4,Azerbaijan*,No,NA,Yes,NA,,GRC,2020,NA,NA,no
5,Belgium,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
6,Bosnia- Herzegovina,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
7,Bulgaria,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
8,Canada,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
9,China (People's Republic of),No,NA,Yes,NA,,GRC,2020,NA,NA,yes
10,Croatia,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
11,Cyprus*,No,NA,Yes,NA,,GRC,2020,NA,NA,no
12,Czech Republic,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
13,Denmark,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
14,Egypt,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
15,Estonia,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
16,Finland,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
17,France,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
18,Georgia,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
19,Germany,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
"57 For its agreements listed under the MLI, Greece is implementing the preamble statement (Article 6 of the MLI) and",,,,,,,GRC,2020,,NA,yes
the PPT (Article 7 of the MLI). Greece also opted for asymmetrical application of the simplified LOB under Article,,,,,,,GRC,2020,,NA,yes
7(7)(b) of the MLI.,,,,,,,GRC,2020,,NA,yes
20,Hungary,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
21,Iceland,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
22,India,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
23,Ireland,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
24,Israel,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
25,Italy,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
26,Korea,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
27,Kuwait*,No,NA,Yes,NA,,GRC,2020,NA,NA,no
28,Latvia,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
29,Lithuania,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
30,Luxembourg,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
31,Malta,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
32,Mexico,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
33,Moldova*,No,NA,Yes,NA,,GRC,2020,NA,NA,no
34,Morocco,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
35,Netherlands,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
36,Norway,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
37,Poland,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
38,Portugal,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
39,Qatar,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
40,Romania,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
41,Russia,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
42,San Marino,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
43,Saudi Arabia,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
44,Serbia,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
45,Slovak Republic,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
46,Slovenia,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
47,South Africa,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
48,Spain,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
49,Sweden,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
50,Switzerland,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
51,Tunisia,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
52,Turkey,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
53,Ukraine,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
54,United Arab Emirates,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
55,United Kingdom,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
56,United States,No,NA,Yes,NA,,GRC,2020,NA,NA,yes
57,Uzbekistan*,No,NA,Yes,NA,,GRC,2020,NA,NA,no
1,Denmark,No,NA,No,NA,Greenland and Denmark are currently in negotiations about their tax agreement.,GRL,2020,NA,NA,yes
2,Faroe Islands,Yes,PPT alone,No,NA,The tax agreement between Greenland and The Faroe Islands has been amended. The amendment entered into force on 24 February 2020.,GRL,2020,PPT alone,NA,yes
3,Iceland,No,NA,No,NA,"Greenland and Iceland have agreed to start the negotiation of amendments to the tax agreement. The negotiations are expected to begin in the autumn of 2019, and will be aimed at securing compliance with the minimum standards. Greenland and Iceland are awaiting the amendment resulting from the negotiations between Greenland and Denmark.",GRL,2020,NA,NA,yes
4,Norway,No,NA,No,NA,"Greenland and Iceland have agreed to start the negotiation of amendments to the tax agreement. The negotiations are expected to begin in the autumn of 2019, and will be aimed at securing compliance with the minimum standards. Greenland and Iceland are awaiting the amendment resulting from the negotiations between Greenland and Denmark.",GRL,2020,NA,NA,yes
1,Antigua and Barbuda,No,NA,No,NA,CARICOM,GRD,2020,NA,NA,yes
2,Barbados,No,NA,No,NA,CARICOM,GRD,2020,NA,NA,yes
3,Belize,No,NA,No,NA,CARICOM,GRD,2020,NA,NA,yes
4,Dominica,No,NA,No,NA,CARICOM,GRD,2020,NA,NA,yes
5,Guyana*,No,NA,No,NA,CARICOM,GRD,2020,NA,NA,no
6,Jamaica,No,NA,No,NA,CARICOM,GRD,2020,NA,NA,yes
7,Saint Kitts and Nevis,No,NA,No,NA,CARICOM,GRD,2020,NA,NA,yes
8,Saint Lucia,No,NA,No,NA,CARICOM,GRD,2020,NA,NA,yes
9,Saint Vincent and the Grenadines,No,NA,No,NA,CARICOM,GRD,2020,NA,NA,yes
10,South Africa,No,NA,No,NA,,GRD,2020,NA,NA,yes
11,Switzerland,No,NA,No,NA,,GRD,2020,NA,NA,yes
12,Trinidad and Tobago,No,NA,No,NA,CARICOM,GRD,2020,NA,NA,yes
13,United Kingdom,No,NA,No,NA,,GRD,2020,NA,NA,yes
"58 In total, Grenada identified thirteen ""agreements"" in its List of Tax agreements: three bilateral agreements and the",,,,,,,GRD,2020,,NA,yes
CARICOM Agreement.,,,,,,,GRD,2020,,NA,yes
59 Revisions to the CARICOM Agreement require an agreement from its eleven treaty partners.,,,,,,,GRD,2020,,NA,yes
1,Cyprus*,No,NA,Yes,NA,Entry into force for Cyprus* 1 May 2020; for Guernsey 1 June 2019,GGY,2020,NA,NA,no
2,Hong Kong (China),No,NA,Yes,NA,,GGY,2020,NA,NA,yes
3,Isle of Man,Yes,NA,Yes,PPT alone,An amending Protocol was signed with the Isle of Man on 18 October (by the Isle of Man) + 12 November 2019 (by Guernsey). It is anticipated that the Protocol will be ratified by Guernsey on 15 July 2020. The text of the Protocol is available at https://www.gov.gg/CHttp Handler.ashx?id=122034 &p=0,GGY,2020,PPT alone,NA,yes
4,Jersey,No,NA,No,NA,Under bilateral renegotiation,GGY,2020,NA,NA,yes
"60 For its agreements listed under the MLI, Guernsey is implementing the preamble statement (Article 6 of the MLI)",,,,,,,GGY,2020,,NA,yes
and the PPT (Article 7 of the MLI).,,,,,,,GGY,2020,,NA,yes
5,Liechtenstein,No,NA,Yes,NA,Entry into force for Liechtenstein 1 April 2020; for Guernsey 1 June 2019,GGY,2020,NA,NA,yes
6,Luxembourg,Yes,PPT alone,N/A,NA,Entry into force for Luxembourg was 1 August 2019; for Guernsey 1 June 2019,GGY,2020,PPT alone,NA,yes
7,Malta,Yes,PPT alone,N/A,NA,Entry into force for Malta was 1 April 2019; for Guernsey 1 June 2019.,GGY,2020,PPT alone,NA,yes
8,Mauritius,No,NA,Yes,NA,Entry into force for Mauritius 1 February 2020; for Guernsey 1 June 2019,GGY,2020,NA,NA,yes
9,Monaco,Yes,PPT alone,N/A,NA,Entry into force for Monaco was 1 May 2019; for Guernsey 1 June 2019.,GGY,2020,PPT alone,NA,yes
10,Qatar,No,NA,No,NA,Under bilateral renegotiation; arrangements for signature being made.,GGY,2020,NA,NA,yes
11,Seychelles,No,NA,Yes,NA,,GGY,2020,NA,NA,yes
12,Singapore,Yes,PPT alone,N/A,NA,Entry into force for Singapore was 1 April 2019; for Guernsey 1 June 2019.,GGY,2020,PPT alone,NA,yes
13,United Kingdom,Yes,PPT alone,N/A,NA,"New agreement in force from 7 January 2019, replacing earlier agreement. The express statement in the preamble and the PPT alone (text equivalent to paragraph 9 of Article 29 of the 2017 OECD Model Tax Convention).",GGY,2020,PPT alone,NA,yes
1,Austria,No,NA,Yes,NA,,HKG,2020,NA,NA,yes
2,Belarus*,Yes,PPT alone,N/A,NA,,HKG,2020,PPT alone,NA,no
3,Belgium,No,NA,Yes,NA,,HKG,2020,NA,NA,yes
4,Brunei Darussalam,No,NA,Yes,NA,,HKG,2020,NA,NA,yes
5,Cambodia*,No,NA,No,NA,To be added to the list of agreements that Hong Kong wishes to cover under the MLI or through bilateral negotiations of an amending protocol,HKG,2020,NA,NA,no
6,Canada,No,NA,Yes,NA,,HKG,2020,NA,NA,yes
7,Czech Republic,No,NA,Yes,NA,,HKG,2020,NA,NA,yes
8,Estonia,Yes,PPT alone,N/A,NA,,HKG,2020,PPT alone,NA,yes
9,Finland,Yes,PPT alone,N/A,NA,,HKG,2020,PPT alone,NA,yes
"61 For 35 of its agreements listed under the MLI, Hong Kong is implementing the preamble statement (Article 6 of the",,,,,,,HKG,2020,,NA,yes
"MLI). For 34 of its agreements listed under the MLI, Hong Kong is implementing the PPT (Article 7 of the MLI). Hong",,,,,,,HKG,2020,,NA,yes
Kong made a reservation pursuant to Article 6(4) of the MLI not to apply Article 6(1) of the MLI with respect to,,,,,,,HKG,2020,,NA,yes
"agreements, which already contain the relevant preamble language. One of Hong Kong’s agreements is within the",,,,,,,HKG,2020,,NA,yes
scope of this reservation. Hong Kong made a reservation pursuant to Article 7(15)(b) of the MLI not to apply Article,,,,,,,HKG,2020,,NA,yes
"7(1) of the MLI with respect to agreements, which already contain a PPT.",,,,,,,HKG,2020,,NA,yes
Two of Hong Kong’s agreements are within the scope of this reservation.,,,,,,,HKG,2020,,NA,yes
10,France,No,NA,Yes,NA,,HKG,2020,NA,NA,yes
11,Guernsey,No,NA,Yes,NA,,HKG,2020,NA,NA,yes
12,Hungary,No,NA,Yes,NA,,HKG,2020,NA,NA,yes
13,India,No,NA,No,NA,To be added to the list of agreements that Hong Kong wishes to cover under the MLI or through bilateral negotiations of an amending protocol,HKG,2020,NA,NA,yes
14,Indonesia,No,NA,Yes,NA,,HKG,2020,NA,NA,yes
15,Ireland,No,NA,Yes,NA,,HKG,2020,NA,NA,yes
16,Italy,No,NA,Yes,NA,,HKG,2020,NA,NA,yes
17,Japan,No,NA,Yes,NA,,HKG,2020,NA,NA,yes
18,Jersey,No,NA,Yes,NA,,HKG,2020,NA,NA,yes
19,Korea,No,NA,Yes,NA,,HKG,2020,NA,NA,yes
20,Kuwait*,No,NA,Yes,NA,,HKG,2020,NA,NA,no
21,Latvia,No,NA,Yes,NA,,HKG,2020,NA,NA,yes
22,Liechtenstein,No,NA,Yes,NA,,HKG,2020,NA,NA,yes
23,Luxembourg,No,NA,Yes,NA,,HKG,2020,NA,NA,yes
24,Malaysia,No,NA,Yes,NA,,HKG,2020,NA,NA,yes
25,Malta,No,NA,Yes,NA,,HKG,2020,NA,NA,yes
26,Mexico,No,NA,Yes,NA,,HKG,2020,NA,NA,yes
27,Netherlands,No,NA,Yes,NA,,HKG,2020,NA,NA,yes
28,New Zealand,No,NA,Yes,NA,,HKG,2020,NA,NA,yes
29,Pakistan,No,NA,Yes,NA,Partial compliance (just lacks the new preamble),HKG,2020,NA,NA,yes
30,Portugal,No,NA,Yes,NA,,HKG,2020,NA,NA,yes
31,Qatar,No,NA,Yes,NA,,HKG,2020,NA,NA,yes
32,Romania,No,NA,Yes,NA,,HKG,2020,NA,NA,yes
33,Russia,No,NA,Yes,NA,,HKG,2020,NA,NA,yes
34,Saudi Arabia,No,NA,No,NA,To be added to the list of agreements that Hong Kong wishes to cover under the MLI or through bilateral negotiations of an amending protocol,HKG,2020,NA,NA,yes
35,South Africa,No,NA,Yes,NA,,HKG,2020,NA,NA,yes
36,Spain,No,NA,Yes,NA,,HKG,2020,NA,NA,yes
37,Switzerland,No,NA,Yes,NA,Switzerland has not listed this agreement in its MLI position and has proposed bilateral negotiations of an amending protocol instead.,HKG,2020,NA,NA,yes
38,Thailand,No,NA,Yes,NA,,HKG,2020,NA,NA,yes
39,United Arab Emirates,No,NA,Yes,NA,,HKG,2020,NA,NA,yes
40,United Kingdom,No,NA,Yes,NA,,HKG,2020,NA,NA,yes
41,Viet Nam,No,NA,Yes,NA,,HKG,2020,NA,NA,yes
1,Albania,No,NA,No,NA,,HUN,2020,NA,NA,yes
2,Armenia,No,NA,No,NA,,HUN,2020,NA,NA,yes
3,Australia,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
4,Austria,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
5,Azerbaijan*,No,NA,Yes,NA,,HUN,2020,NA,NA,no
6,Bahrain,No,NA,No,NA,,HUN,2020,NA,NA,yes
7,Belarus*,No,NA,No,NA,,HUN,2020,NA,NA,no
8,Belgium,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
9,Bosnia,No,NA,No,NA,,HUN,2020,NA,NA,yes
"62 For its agreements listed under the MLI, Hungary is implementing the preamble statement (Article 6 of the MLI) and",,,,,,,HUN,2020,,NA,yes
the PPT (Article 7 of the MLI).,,,,,,,HUN,2020,,NA,yes
10,Brazil,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
11,Bulgaria,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
12,Canada,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
13,China (People's Republic of),No,NA,Yes,NA,,HUN,2020,NA,NA,yes
14,Chinese Taipei*,No,NA,No,NA,,HUN,2020,NA,NA,no
15,Croatia,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
16,Cyprus*,No,NA,Yes,NA,,HUN,2020,NA,NA,no
17,Czech Republic,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
18,Denmark,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
19,Egypt,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
20,Estonia,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
21,Finland,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
22,France,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
23,Georgia,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
24,Germany,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
25,Greece,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
26,Hong Kong,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
27,Iceland,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
28,India,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
29,Indonesia,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
30,Iran*,No,NA,No,NA,,HUN,2020,NA,NA,no
31,Ireland,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
32,Israel,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
33,Italy,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
34,Japan,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
35,Kazakhstan,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
36,Korea,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
37,Kosovo*,No,NA,No,NA,,HUN,2020,NA,NA,no
38,Kuwait*,No,NA,No,NA,,HUN,2020,NA,NA,no
39,Latvia,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
40,Liechtenstein,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
41,Lithuania,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
42,Luxembourg,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
43,Malaysia,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
44,Malta,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
45,Mexico,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
46,Moldova*,No,NA,Yes,NA,,HUN,2020,NA,NA,no
47,Mongolia,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
48,Montenegro,No,NA,No,NA,,HUN,2020,NA,NA,yes
49,Morocco,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
50,Netherlands,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
51,North Macedonia,No,NA,No,NA,,HUN,2020,NA,NA,yes
52,Norway,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
53,Oman,No,NA,No,NA,,HUN,2020,NA,NA,yes
54,Pakistan,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
55,Philippines*,No,NA,Yes,NA,,HUN,2020,NA,NA,no
56,Poland,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
57,Portugal,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
58,Qatar,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
59,Romania,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
60,Russia,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
61,San Marino,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
62,Saudi Arabia,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
63,Serbia,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
64,Singapore,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
65,Slovak republic,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
66,Slovenia,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
67,South Africa,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
68,Spain,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
69,Sweden,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
70,Switzerland,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
71,Thailand,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
72,Tunisia,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
73,Turkey,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
74,Turkmenistan*,No,NA,No,NA,,HUN,2020,NA,NA,no
75,Ukraine,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
76,United Arab Emirates,No,NA,No,NA,,HUN,2020,NA,NA,yes
77,United Kingdom,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
78,United States,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
79,Uruguay,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
80,Uzbekistan*,No,NA,No,NA,,HUN,2020,NA,NA,no
81,Viet Nam,No,NA,Yes,NA,,HUN,2020,NA,NA,yes
1,Albania,No,NA,Yes,NA,,ISL,2020,NA,NA,yes
2,Austria,No,NA,No,NA,Bilateral,ISL,2020,NA,NA,yes
3,Barbados,No,NA,Yes,NA,,ISL,2020,NA,NA,yes
4,Belgium,Yes,PPT alone,N/A,NA,,ISL,2020,PPT alone,NA,yes
5,Canada,Yes,PPT alone,N/A,NA,,ISL,2020,PPT alone,NA,yes
6,China (People's Republic of),No,NA,Yes,NA,,ISL,2020,NA,NA,yes
"63 See the Multilateral convention concluded by Denmark, Finland, the Faroe Islands, Iceland, Norway and Sweden:",,,,,,,ISL,2020,,NA,yes
"for the avoidance of double taxation with respect to taxes on income and on capital (1996, 1997, 2008 and 2018). In",,,,,,,ISL,2020,,NA,yes
"total, Iceland identified 45 ""agreements"" in its List of Tax agreements: 40 bilateral agreements and the Nordic",,,,,,,ISL,2020,,NA,yes
Convention concluded with five of its treaty partners.,,,,,,,ISL,2020,,NA,yes
"64 For its agreements listed under the MLI, Iceland is implementing the preamble statement (Article 6 of the MLI) and",,,,,,,ISL,2020,,NA,yes
the PPT (Article 7 of the MLI). Iceland has also accepted to implement a simplified LOB in agreements concluded with,,,,,,,ISL,2020,,NA,yes
partners that opted in for the simplified LOB under Article 7(7)(a) of the MLI.,,,,,,,ISL,2020,,NA,yes
7,Croatia,No,NA,Yes,NA,,ISL,2020,NA,NA,yes
8,Cyprus*,No,NA,Yes,NA,MLI entered into force on 1.5.2020 – Not in effect,ISL,2020,NA,NA,no
9,Czech Republic,No,NA,Yes,NA,,ISL,2020,NA,NA,yes
10,Denmark,Yes,PPT alone,N/A,NA,Nordic Convention,ISL,2020,PPT alone,NA,yes
11,Estonia,No,NA,Yes,NA,,ISL,2020,NA,NA,yes
12,Faroe Islands,Yes,PPT alone,N/A,NA,Nordic Convention,ISL,2020,PPT alone,NA,yes
13,Finland,Yes,PPT alone,N/A,NA,Nordic Convention,ISL,2020,PPT alone,NA,yes
14,France,Yes,PPT alone,N/A,NA,,ISL,2020,PPT alone,NA,yes
15,Georgia,Yes,PPT alone,N/A,NA,,ISL,2020,PPT alone,NA,yes
16,Germany,No,NA,No,NA,Bilateral,ISL,2020,NA,NA,yes
17,Greece,No,NA,Yes,NA,,ISL,2020,NA,NA,yes
18,Greenland,No,NA,No,NA,Bilateral,ISL,2020,NA,NA,yes
19,Hungary,No,NA,Yes,NA,,ISL,2020,NA,NA,yes
20,India,Yes,PPT and LOB,N/A,NA,,ISL,2020,PPT and LOB,NA,yes
21,Ireland,Yes,PPT alone,N/A,NA,,ISL,2020,PPT alone,NA,yes
22,Italy,No,NA,Yes,NA,,ISL,2020,NA,NA,yes
23,Japan,Yes,PPT and LOB,N/A,NA,Bilateral,ISL,2020,PPT and LOB,NA,yes
24,Korea,No,NA,Yes,NA,,ISL,2020,NA,NA,yes
25,Latvia,No,NA,Yes,NA,MLI entered into force on 1.2.2020 – Not in effect,ISL,2020,NA,NA,yes
26,Liechtenstein,Yes,PPT alone,N/A,NA,Bilateral,ISL,2020,PPT alone,NA,yes
27,Lithuania,Yes,PPT alone,N/A,NA,,ISL,2020,PPT alone,NA,yes
28,Luxembourg,Yes,PPT alone,N/A,NA,,ISL,2020,PPT alone,NA,yes
29,Malta,Yes,PPT alone,N/A,NA,,ISL,2020,PPT alone,NA,yes
30,Mexico,No,NA,Yes,NA,,ISL,2020,NA,NA,yes
31,Netherlands,Yes,PPT alone,N/A,NA,,ISL,2020,PPT alone,NA,yes
32,Norway,Yes,PPT alone,N/A,NA,Nordic Convention,ISL,2020,PPT alone,NA,yes
33,Poland,Yes,PPT alone,N/A,NA,,ISL,2020,PPT alone,NA,yes
34,Portugal,No,NA,Yes,NA,MLI entered into force on 1.6.2020 – Not in effect,ISL,2020,NA,NA,yes
35,Romania,No,NA,Yes,NA,,ISL,2020,NA,NA,yes
