iso3c,issue,2018,2019,2020,2021,2022
NOR,timing,compliance,compliance,compliance,compliance,compliance
NZL,imposition_required,compliance,compliance,compliance,compliance,compliance
NZL,secondary_missing,compliance,compliance,compliance,compliance,compliance
NZL,local_filing,compliance,compliance,compliance,compliance,compliance
NZL,definition,compliance,compliance,compliance,compliance,compliance
NZL,revenue_threshold,compliance,compliance,compliance,compliance,compliance
NZL,enforcement_measures,compliance,compliance,compliance,compliance,compliance
NZL,exemption,compliance,compliance,compliance,compliance,compliance
NZL,timing,compliance,compliance,compliance,compliance,compliance
OMN,imposition_required,not_assessed,non_compliance,non_compliance,compliance,compliance
OMN,secondary_missing,not_assessed,law_not_in_place,law_not_in_place,compliance,compliance
OMN,local_filing,not_assessed,law_not_in_place,law_not_in_place,compliance,compliance
OMN,definition,not_assessed,law_not_in_place,law_not_in_place,compliance,compliance
OMN,revenue_threshold,not_assessed,law_not_in_place,law_not_in_place,non_compliance,compliance
OMN,enforcement_measures,not_assessed,law_not_in_place,law_not_in_place,compliance,compliance
OMN,exemption,not_assessed,law_not_in_place,law_not_in_place,compliance,compliance
OMN,timing,not_assessed,law_not_in_place,law_not_in_place,compliance,compliance
PAK,imposition_required,compliance,compliance,compliance,compliance,compliance
PAK,secondary_missing,compliance,compliance,compliance,compliance,compliance
PAK,local_filing,compliance,compliance,compliance,compliance,compliance
PAK,definition,compliance,compliance,compliance,compliance,compliance
PAK,revenue_threshold,compliance,compliance,compliance,compliance,compliance
PAK,enforcement_measures,compliance,compliance,compliance,compliance,compliance
PAK,exemption,compliance,compliance,compliance,compliance,compliance
PAK,timing,compliance,compliance,compliance,compliance,compliance
PAN,imposition_required,non_compliance,compliance,compliance,compliance,compliance
PAN,secondary_missing,law_not_in_place,compliance,compliance,compliance,compliance
PAN,local_filing,law_not_in_place,compliance,compliance,compliance,compliance
PAN,definition,law_not_in_place,compliance,compliance,compliance,compliance
PAN,revenue_threshold,law_not_in_place,compliance,compliance,compliance,compliance
PAN,enforcement_measures,law_not_in_place,compliance,compliance,compliance,compliance
PAN,exemption,law_not_in_place,compliance,compliance,compliance,compliance
PAN,timing,law_not_in_place,compliance,compliance,compliance,compliance
PER,imposition_required,compliance,compliance,compliance,compliance,compliance
PER,secondary_missing,compliance,compliance,compliance,compliance,compliance
PER,local_filing,compliance,compliance,compliance,compliance,compliance
PER,definition,compliance,compliance,compliance,compliance,compliance
PER,revenue_threshold,compliance,compliance,compliance,compliance,compliance
PER,enforcement_measures,compliance,compliance,compliance,compliance,compliance
PER,exemption,compliance,compliance,compliance,compliance,compliance
PER,timing,compliance,compliance,compliance,compliance,compliance
PNG,imposition_required,not_assessed,compliance,compliance,compliance,compliance
PNG,secondary_missing,not_assessed,compliance,compliance,compliance,compliance
PNG,local_filing,not_assessed,compliance,compliance,compliance,compliance
PNG,definition,not_assessed,compliance,compliance,compliance,compliance
PNG,revenue_threshold,not_assessed,non_compliance,non_compliance,non_compliance,non_compliance
PNG,enforcement_measures,not_assessed,compliance,compliance,compliance,compliance
PNG,exemption,not_assessed,compliance,compliance,compliance,compliance
PNG,timing,not_assessed,compliance,compliance,compliance,compliance
POL,imposition_required,compliance,compliance,compliance,compliance,compliance
POL,secondary_missing,compliance,compliance,compliance,compliance,compliance
POL,local_filing,compliance,compliance,compliance,compliance,compliance
POL,definition,compliance,compliance,compliance,compliance,compliance
POL,revenue_threshold,non_compliance,compliance,compliance,compliance,compliance
POL,enforcement_measures,compliance,compliance,compliance,compliance,compliance
POL,exemption,compliance,compliance,compliance,compliance,compliance
POL,timing,compliance,compliance,compliance,compliance,compliance
PRT,imposition_required,compliance,compliance,compliance,compliance,compliance
PRT,secondary_missing,compliance,compliance,compliance,compliance,compliance
PRT,local_filing,compliance,compliance,compliance,compliance,compliance
PRT,definition,compliance,compliance,compliance,compliance,compliance
PRT,revenue_threshold,compliance,compliance,compliance,compliance,compliance
PRT,enforcement_measures,compliance,compliance,compliance,compliance,compliance
PRT,exemption,compliance,compliance,compliance,compliance,compliance
PRT,timing,compliance,compliance,compliance,compliance,compliance
PRY,imposition_required,non_compliance,non_compliance,non_compliance,non_compliance,non_compliance
PRY,secondary_missing,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
PRY,local_filing,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
PRY,definition,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
PRY,revenue_threshold,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
PRY,enforcement_measures,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
PRY,exemption,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
PRY,timing,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
QAT,imposition_required,non_compliance,compliance,compliance,compliance,compliance
QAT,secondary_missing,law_not_in_place,compliance,compliance,compliance,compliance
QAT,local_filing,law_not_in_place,compliance,compliance,compliance,compliance
QAT,definition,law_not_in_place,compliance,compliance,compliance,compliance
QAT,revenue_threshold,law_not_in_place,compliance,compliance,compliance,compliance
QAT,enforcement_measures,law_not_in_place,compliance,compliance,compliance,compliance
QAT,exemption,law_not_in_place,compliance,compliance,compliance,compliance
QAT,timing,law_not_in_place,compliance,compliance,compliance,compliance
ROU,imposition_required,compliance,compliance,compliance,compliance,compliance
ROU,secondary_missing,compliance,compliance,compliance,compliance,compliance
ROU,local_filing,compliance,non_compliance,non_compliance,non_compliance,non_compliance
ROU,definition,compliance,compliance,compliance,compliance,compliance
ROU,revenue_threshold,compliance,compliance,compliance,compliance,compliance
ROU,enforcement_measures,compliance,compliance,compliance,compliance,compliance
ROU,exemption,compliance,compliance,compliance,compliance,compliance
ROU,timing,compliance,compliance,compliance,compliance,compliance
RUS,imposition_required,compliance,compliance,compliance,compliance,compliance
RUS,secondary_missing,compliance,compliance,compliance,compliance,compliance
RUS,local_filing,compliance,non_compliance,non_compliance,non_compliance,non_compliance
RUS,definition,compliance,compliance,compliance,compliance,compliance
RUS,revenue_threshold,compliance,compliance,compliance,compliance,compliance
RUS,enforcement_measures,compliance,compliance,compliance,non_compliance,non_compliance
RUS,exemption,non_compliance,compliance,compliance,compliance,compliance
RUS,timing,compliance,compliance,compliance,compliance,compliance
SAU,imposition_required,non_compliance,non_compliance,compliance,compliance,compliance
SAU,secondary_missing,law_not_in_place,law_not_in_place,compliance,compliance,compliance
SAU,local_filing,law_not_in_place,law_not_in_place,compliance,compliance,compliance
SAU,definition,law_not_in_place,law_not_in_place,compliance,compliance,compliance
SAU,revenue_threshold,law_not_in_place,law_not_in_place,compliance,compliance,compliance
SAU,enforcement_measures,law_not_in_place,law_not_in_place,compliance,compliance,compliance
SAU,exemption,law_not_in_place,law_not_in_place,compliance,compliance,compliance
SAU,timing,law_not_in_place,law_not_in_place,compliance,compliance,compliance
SEN,imposition_required,non_compliance,compliance,compliance,compliance,compliance
SEN,secondary_missing,law_not_in_place,non_compliance,non_compliance,non_compliance,non_compliance
SEN,local_filing,law_not_in_place,non_compliance,non_compliance,non_compliance,non_compliance
SEN,definition,law_not_in_place,non_compliance,non_compliance,non_compliance,non_compliance
SEN,revenue_threshold,law_not_in_place,non_compliance,non_compliance,non_compliance,non_compliance
SEN,enforcement_measures,law_not_in_place,non_compliance,non_compliance,non_compliance,non_compliance
SEN,exemption,law_not_in_place,compliance,compliance,compliance,compliance
SEN,timing,law_not_in_place,compliance,compliance,compliance,compliance
SGP,imposition_required,compliance,compliance,compliance,compliance,compliance
SGP,secondary_missing,compliance,compliance,compliance,compliance,compliance
SGP,local_filing,compliance,compliance,compliance,compliance,compliance
SGP,definition,compliance,compliance,compliance,compliance,compliance
SGP,revenue_threshold,compliance,compliance,compliance,compliance,compliance
SGP,enforcement_measures,compliance,compliance,compliance,compliance,compliance
SGP,exemption,compliance,compliance,compliance,compliance,compliance
SGP,timing,compliance,compliance,compliance,compliance,compliance
SLE,imposition_required,not_assessed,non_compliance,non_compliance,non_compliance,non_compliance
SLE,secondary_missing,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
SLE,local_filing,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
SLE,definition,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
SLE,revenue_threshold,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
SLE,enforcement_measures,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
SLE,exemption,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
SLE,timing,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
SMR,imposition_required,non_compliance,compliance,compliance,compliance,compliance
SMR,secondary_missing,law_not_in_place,compliance,compliance,compliance,compliance
SMR,local_filing,law_not_in_place,compliance,compliance,compliance,compliance
SMR,definition,law_not_in_place,compliance,compliance,compliance,compliance
SMR,revenue_threshold,law_not_in_place,compliance,compliance,compliance,compliance
SMR,enforcement_measures,law_not_in_place,compliance,compliance,compliance,compliance
SMR,exemption,law_not_in_place,compliance,compliance,compliance,compliance
SMR,timing,law_not_in_place,compliance,compliance,compliance,compliance
SRB,imposition_required,not_assessed,non_compliance,non_compliance,compliance,compliance
SRB,secondary_missing,not_assessed,law_not_in_place,law_not_in_place,compliance,compliance
SRB,local_filing,not_assessed,law_not_in_place,law_not_in_place,compliance,compliance
SRB,definition,not_assessed,law_not_in_place,law_not_in_place,compliance,compliance
SRB,revenue_threshold,not_assessed,law_not_in_place,law_not_in_place,compliance,compliance
SRB,enforcement_measures,not_assessed,law_not_in_place,law_not_in_place,compliance,compliance
SRB,exemption,not_assessed,law_not_in_place,law_not_in_place,compliance,compliance
SRB,timing,not_assessed,law_not_in_place,law_not_in_place,compliance,compliance
SVK,imposition_required,compliance,compliance,compliance,compliance,compliance
SVK,secondary_missing,compliance,compliance,compliance,compliance,compliance
SVK,local_filing,compliance,compliance,compliance,compliance,compliance
SVK,definition,compliance,compliance,compliance,compliance,compliance
SVK,revenue_threshold,compliance,compliance,compliance,compliance,compliance
SVK,enforcement_measures,compliance,compliance,compliance,compliance,compliance
SVK,exemption,compliance,compliance,compliance,compliance,compliance
SVK,timing,compliance,compliance,compliance,compliance,compliance
SVN,imposition_required,compliance,compliance,compliance,compliance,compliance
SVN,secondary_missing,compliance,compliance,compliance,compliance,compliance
SVN,local_filing,compliance,compliance,compliance,compliance,compliance
SVN,definition,compliance,compliance,compliance,compliance,compliance
SVN,revenue_threshold,compliance,compliance,compliance,compliance,compliance
SVN,enforcement_measures,compliance,compliance,compliance,compliance,compliance
SVN,exemption,compliance,compliance,compliance,compliance,compliance
SVN,timing,compliance,compliance,compliance,compliance,compliance
SWE,imposition_required,compliance,compliance,compliance,compliance,compliance
SWE,secondary_missing,compliance,compliance,compliance,compliance,compliance
SWE,local_filing,compliance,compliance,compliance,compliance,compliance
SWE,definition,compliance,compliance,compliance,compliance,compliance
SWE,revenue_threshold,compliance,compliance,compliance,compliance,compliance
SWE,enforcement_measures,compliance,compliance,compliance,compliance,compliance
SWE,exemption,compliance,compliance,compliance,compliance,compliance
SWE,timing,compliance,compliance,compliance,compliance,compliance
SWZ,imposition_required,not_assessed,not_assessed,non_compliance,non_compliance,non_compliance
SWZ,secondary_missing,not_assessed,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place
SWZ,local_filing,not_assessed,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place
SWZ,definition,not_assessed,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place
SWZ,revenue_threshold,not_assessed,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place
SWZ,enforcement_measures,not_assessed,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place
SWZ,exemption,not_assessed,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place
SWZ,timing,not_assessed,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place
SYC,imposition_required,non_compliance,compliance,compliance,compliance,compliance
SYC,secondary_missing,law_not_in_place,compliance,compliance,compliance,compliance
SYC,local_filing,law_not_in_place,compliance,compliance,compliance,compliance
SYC,definition,law_not_in_place,compliance,compliance,compliance,compliance
SYC,revenue_threshold,law_not_in_place,compliance,compliance,compliance,compliance
SYC,enforcement_measures,law_not_in_place,compliance,compliance,compliance,compliance
SYC,exemption,law_not_in_place,compliance,compliance,compliance,compliance
SYC,timing,law_not_in_place,compliance,compliance,compliance,compliance
TCA,imposition_required,not_assessed,compliance,compliance,compliance,compliance
TCA,secondary_missing,not_assessed,compliance,compliance,compliance,compliance
TCA,local_filing,not_assessed,compliance,compliance,compliance,compliance
TCA,definition,not_assessed,compliance,compliance,compliance,compliance
TCA,revenue_threshold,not_assessed,compliance,compliance,compliance,compliance
TCA,enforcement_measures,not_assessed,compliance,compliance,compliance,compliance
TCA,exemption,not_assessed,compliance,compliance,compliance,compliance
TCA,timing,not_assessed,compliance,compliance,compliance,compliance
TGO,imposition_required,not_assessed,not_assessed,not_assessed,not_assessed,non_compliance
TGO,secondary_missing,not_assessed,not_assessed,not_assessed,not_assessed,law_not_in_place
TGO,local_filing,not_assessed,not_assessed,not_assessed,not_assessed,law_not_in_place
TGO,definition,not_assessed,not_assessed,not_assessed,not_assessed,law_not_in_place
TGO,revenue_threshold,not_assessed,not_assessed,not_assessed,not_assessed,law_not_in_place
TGO,enforcement_measures,not_assessed,not_assessed,not_assessed,not_assessed,law_not_in_place
TGO,exemption,not_assessed,not_assessed,not_assessed,not_assessed,law_not_in_place
TGO,timing,not_assessed,not_assessed,not_assessed,not_assessed,law_not_in_place
THA,imposition_required,non_compliance,non_compliance,non_compliance,non_compliance,compliance
THA,secondary_missing,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,compliance
THA,local_filing,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,compliance
THA,definition,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,compliance
THA,revenue_threshold,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,compliance
THA,enforcement_measures,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,non_compliance
THA,exemption,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,compliance
THA,timing,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,compliance
TTO,imposition_required,not_assessed,non_compliance,non_compliance,non_compliance,non_compliance
TTO,secondary_missing,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
TTO,local_filing,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
TTO,definition,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
TTO,revenue_threshold,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
TTO,enforcement_measures,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
TTO,exemption,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
TTO,timing,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
TUN,imposition_required,not_assessed,compliance,compliance,compliance,compliance
TUN,secondary_missing,not_assessed,compliance,compliance,compliance,compliance
TUN,local_filing,not_assessed,compliance,compliance,non_compliance,compliance
TUN,definition,not_assessed,non_compliance,non_compliance,non_compliance,compliance
TUN,revenue_threshold,not_assessed,compliance,compliance,non_compliance,compliance
TUN,enforcement_measures,not_assessed,compliance,compliance,compliance,compliance
TUN,exemption,not_assessed,compliance,compliance,compliance,compliance
TUN,timing,not_assessed,compliance,compliance,compliance,compliance
TUR,imposition_required,non_compliance,non_compliance,compliance,compliance,compliance
TUR,secondary_missing,law_not_in_place,law_not_in_place,compliance,compliance,compliance
TUR,local_filing,law_not_in_place,law_not_in_place,compliance,compliance,compliance
TUR,definition,law_not_in_place,law_not_in_place,non_compliance,compliance,compliance
TUR,revenue_threshold,law_not_in_place,law_not_in_place,non_compliance,compliance,compliance
TUR,enforcement_measures,law_not_in_place,law_not_in_place,compliance,compliance,compliance
TUR,exemption,law_not_in_place,law_not_in_place,compliance,compliance,compliance
TUR,timing,law_not_in_place,law_not_in_place,compliance,compliance,compliance
UKR,imposition_required,non_compliance,non_compliance,compliance,compliance,compliance
UKR,secondary_missing,law_not_in_place,law_not_in_place,not_assessed,compliance,compliance
UKR,local_filing,law_not_in_place,law_not_in_place,not_assessed,non_compliance,non_compliance
UKR,definition,law_not_in_place,law_not_in_place,not_assessed,non_compliance,non_compliance
UKR,revenue_threshold,law_not_in_place,law_not_in_place,not_assessed,non_compliance,non_compliance
UKR,enforcement_measures,law_not_in_place,law_not_in_place,not_assessed,compliance,compliance
UKR,exemption,law_not_in_place,law_not_in_place,not_assessed,compliance,compliance
UKR,timing,law_not_in_place,law_not_in_place,not_assessed,compliance,compliance
URY,imposition_required,compliance,compliance,compliance,compliance,compliance
URY,secondary_missing,non_compliance,compliance,compliance,compliance,compliance
URY,local_filing,non_compliance,non_compliance,non_compliance,non_compliance,non_compliance
URY,definition,non_compliance,compliance,compliance,compliance,compliance
URY,revenue_threshold,non_compliance,compliance,compliance,compliance,compliance
URY,enforcement_measures,compliance,compliance,compliance,compliance,compliance
URY,exemption,compliance,compliance,compliance,compliance,compliance
URY,timing,non_compliance,compliance,compliance,compliance,compliance
USA,imposition_required,compliance,compliance,compliance,compliance,compliance
USA,secondary_missing,compliance,compliance,compliance,compliance,compliance
USA,local_filing,compliance,compliance,compliance,compliance,compliance
USA,definition,non_compliance,non_compliance,non_compliance,non_compliance,non_compliance
USA,revenue_threshold,non_compliance,non_compliance,non_compliance,non_compliance,non_compliance
USA,enforcement_measures,compliance,compliance,compliance,compliance,compliance
USA,exemption,compliance,compliance,compliance,compliance,compliance
USA,timing,compliance,compliance,compliance,compliance,compliance
VCT,imposition_required,not_assessed,not_assessed,non_compliance,non_compliance,non_compliance
VCT,secondary_missing,not_assessed,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place
VCT,local_filing,not_assessed,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place
VCT,definition,not_assessed,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place
VCT,revenue_threshold,not_assessed,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place
VCT,enforcement_measures,not_assessed,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place
VCT,exemption,not_assessed,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place
VCT,timing,not_assessed,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place
VGB,imposition_required,non_compliance,compliance,compliance,compliance,compliance
VGB,secondary_missing,law_not_in_place,compliance,compliance,compliance,compliance
VGB,local_filing,law_not_in_place,compliance,compliance,compliance,compliance
VGB,definition,law_not_in_place,compliance,compliance,compliance,compliance
VGB,revenue_threshold,law_not_in_place,compliance,compliance,compliance,compliance
VGB,enforcement_measures,law_not_in_place,compliance,compliance,compliance,compliance
VGB,exemption,law_not_in_place,compliance,compliance,compliance,compliance
VGB,timing,law_not_in_place,compliance,compliance,compliance,compliance
VNM,imposition_required,not_assessed,compliance,compliance,compliance,compliance
VNM,secondary_missing,not_assessed,compliance,compliance,compliance,compliance
VNM,local_filing,not_assessed,compliance,compliance,compliance,compliance
VNM,definition,not_assessed,non_compliance,non_compliance,compliance,compliance
VNM,revenue_threshold,not_assessed,compliance,compliance,compliance,compliance
VNM,enforcement_measures,not_assessed,compliance,compliance,non_compliance,non_compliance
VNM,exemption,not_assessed,compliance,compliance,compliance,compliance
VNM,timing,not_assessed,compliance,compliance,compliance,compliance
ZAF,imposition_required,compliance,compliance,compliance,compliance,compliance
ZAF,secondary_missing,compliance,compliance,compliance,compliance,compliance
ZAF,local_filing,compliance,compliance,compliance,compliance,compliance
ZAF,definition,compliance,compliance,compliance,compliance,compliance
ZAF,revenue_threshold,compliance,compliance,compliance,compliance,compliance
ZAF,enforcement_measures,compliance,compliance,compliance,compliance,compliance
ZAF,exemption,compliance,compliance,compliance,compliance,compliance
ZAF,timing,compliance,compliance,compliance,compliance,compliance
ZMB,imposition_required,not_assessed,non_compliance,non_compliance,compliance,compliance
ZMB,secondary_missing,not_assessed,law_not_in_place,law_not_in_place,not_assessed,compliance
ZMB,local_filing,not_assessed,law_not_in_place,law_not_in_place,not_assessed,non_compliance
ZMB,definition,not_assessed,law_not_in_place,law_not_in_place,not_assessed,non_compliance
ZMB,revenue_threshold,not_assessed,law_not_in_place,law_not_in_place,not_assessed,non_compliance
ZMB,enforcement_measures,not_assessed,law_not_in_place,law_not_in_place,not_assessed,compliance
ZMB,exemption,not_assessed,law_not_in_place,law_not_in_place,not_assessed,compliance
ZMB,timing,not_assessed,law_not_in_place,law_not_in_place,not_assessed,compliance
AND,appropriate_use,law_not_in_place,non_compliance,non_compliance,compliance,compliance
AGO,appropriate_use,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
ARG,appropriate_use,non_compliance,compliance,compliance,compliance,compliance
AUS,appropriate_use,compliance,compliance,compliance,compliance,compliance
AUT,appropriate_use,compliance,compliance,compliance,compliance,compliance
BRB,appropriate_use,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,compliance
BEL,appropriate_use,compliance,compliance,compliance,compliance,compliance
BLZ,appropriate_use,law_not_in_place,law_not_in_place,non_compliance,compliance,not_assessed
BEN,appropriate_use,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
BMU,appropriate_use,compliance,compliance,compliance,compliance,not_assessed
BRA,appropriate_use,compliance,compliance,compliance,compliance,compliance
VGB,appropriate_use,law_not_in_place,compliance,compliance,compliance,not_assessed
BRN,appropriate_use,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
BGR,appropriate_use,compliance,compliance,compliance,compliance,not_assessed
CMR,appropriate_use,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
CAN,appropriate_use,compliance,compliance,compliance,compliance,compliance
CYM,appropriate_use,compliance,compliance,compliance,compliance,not_assessed
CHL,appropriate_use,non_compliance,non_compliance,non_compliance,compliance,compliance
CHN,appropriate_use,non_compliance,compliance,compliance,compliance,compliance
COL,appropriate_use,non_compliance,compliance,compliance,compliance,compliance
CRI,appropriate_use,non_compliance,compliance,compliance,compliance,not_assessed
CIV,appropriate_use,non_compliance,non_compliance,non_compliance,non_compliance,non_compliance
HRV,appropriate_use,non_compliance,compliance,compliance,compliance,compliance
CUW,appropriate_use,law_not_in_place,compliance,compliance,compliance,not_assessed
CZE,appropriate_use,non_compliance,compliance,compliance,compliance,compliance
COD,appropriate_use,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
DNK,appropriate_use,compliance,compliance,compliance,compliance,compliance
EGY,appropriate_use,law_not_in_place,non_compliance,non_compliance,non_compliance,non_compliance
EST,appropriate_use,compliance,compliance,compliance,compliance,compliance
FIN,appropriate_use,compliance,compliance,compliance,compliance,compliance
FRA,appropriate_use,non_compliance,compliance,compliance,compliance,compliance
GAB,appropriate_use,non_compliance,non_compliance,non_compliance,law_not_in_place,law_not_in_place
GEO,appropriate_use,law_not_in_place,law_not_in_place,law_not_in_place,non_compliance,non_compliance
DEU,appropriate_use,compliance,compliance,compliance,compliance,compliance
GRC,appropriate_use,compliance,compliance,compliance,compliance,compliance
GGY,appropriate_use,compliance,compliance,compliance,compliance,compliance
HTI,appropriate_use,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
HKG,appropriate_use,law_not_in_place,compliance,compliance,compliance,compliance
HUN,appropriate_use,non_compliance,compliance,compliance,compliance,compliance
ISL,appropriate_use,non_compliance,compliance,compliance,compliance,compliance
IND,appropriate_use,non_compliance,compliance,compliance,compliance,compliance
IDN,appropriate_use,compliance,compliance,compliance,compliance,compliance
IRL,appropriate_use,compliance,compliance,compliance,compliance,compliance
IMN,appropriate_use,compliance,compliance,compliance,compliance,compliance
ISR,appropriate_use,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,non_compliance
ITA,appropriate_use,compliance,compliance,compliance,compliance,compliance
JAM,appropriate_use,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
JPN,appropriate_use,compliance,compliance,compliance,compliance,compliance
JEY,appropriate_use,compliance,compliance,compliance,compliance,compliance
KEN,appropriate_use,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
KOR,appropriate_use,compliance,compliance,compliance,compliance,compliance
LVA,appropriate_use,non_compliance,compliance,compliance,compliance,compliance
LBR,appropriate_use,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
LIE,appropriate_use,compliance,compliance,compliance,compliance,compliance
LTU,appropriate_use,compliance,compliance,compliance,compliance,compliance
LUX,appropriate_use,compliance,compliance,compliance,compliance,compliance
MAC,appropriate_use,law_not_in_place,law_not_in_place,compliance,compliance,not_assessed
MYS,appropriate_use,non_compliance,compliance,compliance,compliance,compliance
MDV,appropriate_use,law_not_in_place,law_not_in_place,law_not_in_place,non_compliance,not_assessed
MLT,appropriate_use,compliance,compliance,compliance,compliance,compliance
MUS,appropriate_use,law_not_in_place,compliance,compliance,compliance,compliance
MEX,appropriate_use,compliance,compliance,compliance,compliance,compliance
MCO,appropriate_use,non_compliance,compliance,compliance,compliance,compliance
NLD,appropriate_use,compliance,compliance,compliance,compliance,compliance
NZL,appropriate_use,compliance,compliance,compliance,compliance,compliance
NGA,appropriate_use,non_compliance,compliance,compliance,compliance,compliance
NOR,appropriate_use,compliance,compliance,compliance,compliance,compliance
PAK,appropriate_use,non_compliance,non_compliance,compliance,compliance,compliance
PAN,appropriate_use,law_not_in_place,non_compliance,non_compliance,non_compliance,compliance
PRY,appropriate_use,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
PER,appropriate_use,non_compliance,compliance,compliance,compliance,compliance
POL,appropriate_use,non_compliance,compliance,compliance,compliance,compliance
PRT,appropriate_use,compliance,compliance,compliance,compliance,compliance
QAT,appropriate_use,law_not_in_place,compliance,compliance,compliance,not_assessed
ROU,appropriate_use,non_compliance,non_compliance,non_compliance,non_compliance,non_compliance
RUS,appropriate_use,compliance,compliance,compliance,compliance,compliance
SMR,appropriate_use,law_not_in_place,compliance,compliance,compliance,compliance
SAU,appropriate_use,law_not_in_place,law_not_in_place,compliance,compliance,compliance
SEN,appropriate_use,law_not_in_place,non_compliance,non_compliance,non_compliance,non_compliance
SYC,appropriate_use,law_not_in_place,non_compliance,non_compliance,non_compliance,non_compliance
SGP,appropriate_use,compliance,compliance,compliance,compliance,compliance
SVK,appropriate_use,compliance,compliance,compliance,compliance,compliance
SVN,appropriate_use,compliance,compliance,compliance,compliance,compliance
ZAF,appropriate_use,compliance,compliance,compliance,compliance,compliance
ESP,appropriate_use,compliance,compliance,compliance,compliance,compliance
LKA,appropriate_use,law_not_in_place,non_compliance,non_compliance,non_compliance,non_compliance
SWE,appropriate_use,compliance,compliance,compliance,compliance,compliance
CHE,appropriate_use,compliance,compliance,compliance,compliance,compliance
THA,appropriate_use,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,non_compliance
TUR,appropriate_use,law_not_in_place,law_not_in_place,non_compliance,non_compliance,compliance
UKR,appropriate_use,law_not_in_place,law_not_in_place,non_compliance,non_compliance,non_compliance
GBR,appropriate_use,compliance,compliance,compliance,compliance,compliance
USA,appropriate_use,compliance,compliance,compliance,compliance,compliance
URY,appropriate_use,non_compliance,compliance,compliance,compliance,compliance
AIA,appropriate_use,not_assessed,compliance,compliance,compliance,not_assessed
ABW,appropriate_use,not_assessed,law_not_in_place,law_not_in_place,non_compliance,non_compliance
