iso3c,stage,Part_new,improvement,Recommendation,year,description
JPN,stage-1,[C.5],-,"As it has done thus far, Japan should continue to use  appropriate performance indicators.",2018,performance_indicators
JPN,stage-1,[C.6],-,-,2018,arbitration_position
JPN,stage-1,[D.1],"When the underlying taxation is initiated in the other  jurisdiction concerned, there is a risk that not all  MAP agreements will be implemented because of  the requirement for taxpayers to file a request for an  amendment of its filed tax return within a period of  two months as from the date of that agreement as a  prerequisite for having a MAP agreement implemented.","As it has done thus far, Japan should continue to  implement all MAP agreements if the conditions for such  implementation are fulfilled. Additionally, Japan should  closely monitor whether the requirements for taxpayers  to request for an amendment of its filed tax return  within a period of two months as from the date of that  agreement results in obstructions in practice concerning  the implementation of MAP agreements, where the  underlying taxation was made by the other jurisdiction  concerned. Where this is the case, Japan should  consider amending this process with a view to enable  the implementation of all MAP agreements. In addition, to ensure that all MAP agreements  continue to be implemented if the conditions for such  implementation are fulfilled, Japan could introduce a  tracking system.",2018,implementing_agreements
JPN,stage-1,[D.2],-,"As it has done thus far, Japan should continue to  implement all MAP agreements on a timely basis if the  conditions for such implementation are fulfilled.",2018,timely_implementation
JPN,stage-1,[D.3],"18 out of 65 tax treaties do contain neither a provision  that is equivalent to Article 25(2), second sentence, of  the OECD Model Tax Convention (OECD, 2015) nor both  alternative provisions provided for in Article 9(1) and  Article 7(2). Out of these number: •  16 contain neither a provision that is equivalent  to Article 25(2), second sentence, of the OECD  Model Tax Convention (OECD, 2015) nor any of the  alternative provisions. •  Two do not contain a provision that is equivalent to  Article 25(2), second sentence, of the OECD Model  Tax Convention (OECD, 2015) and only the alternative  provision provided in Article 9(1).","Japan should as quickly as possible ratify the Multilateral  Instrument to incorporate the equivalent to Article 25(2),  second sentence, of the OECD Model Tax Convention  (OECD, 2015) in those six treaties that currently do not  contain such equivalent and that will be modified by the  Multilateral Instrument upon its entry into force. For the remaining 12 treaties that will not be modified  by the Multilateral Instrument to include the equivalent  of Article 25(2), second sentence, of the OECD Model  Tax Convention (OECD, 2015) following its entry into  force, Japan should request the inclusion of the required  provision via bilateral negotiations or be willing to accept  the inclusion of both alternative provisions. To this end, Japan should put a plan in place on how  it envisages updating these 12 treaties to include the  required provision or the alternatives. In addition, Japan should maintain its stated intention to  include the required provision, or be willing to accept the  inclusion of both alternatives provisions, in all future tax  treaties.",2018,implementation_notwithstanding_time_limits
JPN,stage-2,[A.1],-,-,2021,treaty_interpretation_clause
JPN,stage-2,[A.2],-,-,2021,apa_roll_back
JPN,stage-2,[B.1],"Six out of 71 tax treaties do not contain a provision that  is equivalent to Article 25(1), first sentence, of the OECD  Model Tax Convention (OECD, 2015a), either as it read  prior to the adoption of the Action 14 final report or as  amended by that report (OECD, 2015b). Of these six  treaties: •  One has been modified by the Multilateral Instrument  to include the equivalent of Article 25(1), first  sentence, of the OECD Model Tax Convention  (OECD, 2017) as amended by the Action 14 final  report (OECD, 2015b). •  One is expected to be modified by the Multilateral  Instrument to include the equivalent of Article 25(1),  first sentence, of the OECD Model Tax Convention  (OECD, 2017) as amended by the Action 14 final  report (OECD, 2015b). •  Four will not be modified by the Multilateral Instrument  to include the required provision. For these treaties,  no actions have been taken nor are any concrete  actions planned to be taken.","For three of the four treaties that do not contain the  equivalent of Article 25(1), first sentence of the OECD  Model Tax Convention (OECD, 2015a), either as it  read prior to the adoption of the Action 14 final report  or as amended by that report (OECD, 2015b) and has  not been or will not be modified by the Multilateral  Instrument to include the equivalent of Article 25(1), first  sentence, of the OECD Model Tax Convention (OECD,  2017), as amended by the Action 14 final report (OECD,  2015b), Japan should without further delay request  via bilateral negotiations the inclusion of the required  provision. This concerns a provision that is equivalent to  Article 25(1), first sentence of the OECD Model Tax  Convention either: a. as amended by the Action 14 final report (OECD,  2015b); or a. as it read prior to the adoption of the Action 14 final  report (OECD, 2015b), thereby including the full  sentence of such provision. As the remaining treaty that does not contain the  equivalent of Article 25(1), first sentence, of the  OECD Model Tax Convention (OECD, 2015a) either  as it read prior to the adoption of the Action 14 final  report or as amended by that report (OECD, 2015b)  is the 1977 treaty with former Czechoslovakia that  Japan continues to the Czech Republic and the  Slovak Republic, and which only will be modified by  the Multilateral Instrument with respect to the Czech  Republic, Japan should ensure that, once it enters into  negotiations with the Slovak Republic, it includes the  required provision.",2021,domestic_remedies_three_years
JPN,stage-2,[B.2],-,-,2021,request_either_ca
JPN,stage-2,[B.3],-,-,2021,access_tp
JPN,stage-2,[B.4],-,-,2021,access_anti_abuse
JPN,stage-2,[B.5],-,-,2021,access_audit_settlement
JPN,stage-2,[B.6],-,-,2021,access_information
JPN,stage-2,[B.7],"Eight out of 71 tax treaties do not contain a provision that  is equivalent to Article 25(3), second sentence, of the  OECD Model Tax Convention (OECD, 2017). Of these  eight treaties, five concern tax treaties with a limited  scope of application. With respect to the three remaining  comprehensive treaties: •  One is expected to be modified by the Multilateral  Instrument to include the equivalent of Article 25(3),  second sentence, of the OECD Model Tax Convention  (OECD, 2017). •  Two will not be modified by the Multilateral Instrument  to include the required provision. With respect to  these treaties, no actions have been taken nor are any  concrete actions planned to be taken.","For one of the two comprehensive tax treaties that  have not been or will not be modified by the Multilateral  Instrument to include the equivalent of Article 25(3),  second sentence, of the OECD Model Tax Convention  (OECD, 2017), Japan should, without further delay,  request via bilateral negotiations the inclusion of the  required provision. As the remaining treaty that does not contain the  equivalent of Article 25(3), second sentence, of the  OECD Model Tax Convention (OECD, 2017) and will  not be modified by the Multilateral Instrument is the  1962 treaty between the United Kingdom and Japan that  Japan continues to apply to Fiji, Japan should ensure  that, once it enters into negotiations with this treaty  partner, it includes the required provision.",2021,double_taxation_other_than_treaty
JPN,stage-2,[B.8],-,-,2021,guidelines_on_access
JPN,stage-2,[B.9],-,-,2021,publish_MAP_profile
JPN,stage-2,[B.10],-,-,2021,access_audit_settlement_in_guidelines
JPN,stage-2,[C.1],"Two out of 71 tax treaties do not contain a provision  that is equivalent to Article 25(2), first sentence, of the  OECD Model Tax Convention (OECD, 2017). Of these  two treaties: •  One is expected to be modified by the Multilateral  Instrument to include the equivalent of Article 25(2),  first sentence, of the OECD Model Tax Convention  (OECD, 2017). •  One will not be modified by the Multilateral Instrument  to include the required provision. With respect to  this treaty, no actions have been taken nor are any  concrete actions planned to be taken.","For the one treaty that has not been or will not be  modified by the Multilateral Instrument to include the  equivalent of Article 25(2), first sentence, of the OECD  Model Tax Convention (OECD, 2017), Japan should,  without further delay, request via bilateral negotiations  the inclusion of the required provision.",2021,treaty_provision_resolution
JPN,stage-2,[C.2],-,-,2021,resolution_24_months
JPN,stage-2,[C.3],"MAP cases were closed in 27.02 months on average,  which is above the 24-month average (which is the  pursued average for resolving MAP cases received  on or after 1 January 2016). This particularly concerns  attribution/allocation cases, as the average time needed  for such cases is 27.95 months while for other cases  the average is below the pursued 24-month average  (17.27 months). Although there was a substantial  reduction in Japan’s caseload in 2017-18, the average  time taken to resolve cases in 2018 increased as  compared to 2016-17, which was higher than the  pursued 24-month average as well. Therefore, there is  a risk that post-2015 cases are not resolved within the  average of 24 months.","As additional personnel has been assigned to Japan’s  competent authority function in recent years and  successful organisational steps have been taken to be  able to increase the number of cases closed and reduce  the average completion time and as Japan has provided  comprehensive clarifications explaining the additional  time taken to resolve some cases, Japan should  continue to closely monitor whether the addition of new  staff and the organisational steps taken will further  contribute to the resolution of MAP cases in a timely,  efficient and effective manner.",2021,resources_MAP_function
JPN,stage-2,[C.4],-,-,2021,independence_MAP_function
JPN,stage-2,[C.5],-,-,2021,performance_indicators
JPN,stage-2,[C.6],-,-,2021,arbitration_position
JPN,stage-2,[D.1],-,-,2021,implementing_agreements
JPN,stage-2,[D.2],-,-,2021,timely_implementation
JPN,stage-2,[D.3],"17 out of 71 tax treaties contain neither a provision that  is equivalent to Article 25(2), second sentence, of the  OECD Model Tax Convention (OECD, 2017), nor, the  alternative provisions to Article 9(1) and Article 7(2). Of  these 17 treaties: •  Four have been modified by the Multilateral  Instrument to include the equivalent of Article 25(2),  second sentence, of the OECD Model Tax Convention  (OECD, 2017). •  Three are expected to be modified by the Multilateral  Instrument to include the equivalent of Article 25(2),  second sentence, of the OECD Model Tax Convention  (OECD, 2017). •  One is expected to be modified by the Multilateral  Instrument to include the equivalent to Article 25(2),  second sentence, of the OECD Model Tax Convention  (OECD, 2017) once the treaty partner has amended  its notifications. •  Nine will not be modified by the Multilateral Instrument  to include Article 25(2), second sentence, of the  OECD Model Tax Convention (OECD, 2017). With  respect to these treaties: -  Two are included in the list for which negotiations  are envisaged. -  For the remaining seven treaties, no actions have  been taken nor are any concrete actions planned  to be taken.","For two of the nine treaties that have not been or will  not be modified by the Multilateral Instrument to include  the equivalent of Article 25(2), second sentence, of the  OECD Model Tax Convention (OECD, 2017), Japan  should continue with the process to initiate negotiations  with the concerned treaty partners with a view to  including the required provision or both alternative  provisions. For six of the remaining seven treaties, Japan should  without further delay, request via bilateral negotiations  the inclusion of the required provision or be willing to  accept the inclusion of both alternative provisions. As the remaining treaty that does not contain the  equivalent of Article 25(2), second sentence, of the  OECD Model Tax Convention (OECD, 2017) and will  not be modified by the Multilateral Instrument is the  1962 treaty between the United Kingdom and Japan that  Japan continues to apply to Fiji, Japan should ensure  that, once it enters into negotiations with this treaty  partner, it includes the required provision or is willing to  accept both alternative provisions.",2021,implementation_notwithstanding_time_limits
JEY,stage-1,[A.1],"Three out of 29 tax treaties do not contain a provision  that is equivalent to Article 25(3), first sentence, of the  OECD Model Tax Convention. These three treaties will  not be modified by the Multilateral Instrument to include  the required provision. With respect to these treaties,  Jersey has reached out to its treaty partners to request  the initiation of bilateral negotiations.","As the three treaties that do not contain the equivalent  of Article 25(3), first sentence, of the OECD Model  Tax Convention will not be modified via the Multilateral  Instrument, Jersey should follow up on its requests  for the inclusion of the required provision via bilateral  negotiations. In addition, Jersey should maintain its stated intention to  include the required provision in all future tax treaties.",2020,treaty_interpretation_clause
JEY,stage-1,[A.2],-,-,2020,apa_roll_back
JEY,stage-1,[B.1],"Three out of 29 tax treaties do not contain a provision  that is equivalent to Article 25(1), first sentence of the  OECD Model Tax Convention. Since these treaties  will not be modified by the Multilateral Instrument to  include the required provision, Jersey has asked these  treaty partners to commence bilateral negotiations to  renegotiate this article. Where tax treaties do not include a time limit for  submission of a MAP request, applicable rules under  domestic legislation may lead to a filing period of less  than three years as from the first notification of the  action resulting in taxation not in accordance with the  provisions of a tax treaty.","As the three treaties that do not contain the equivalent  of Article 25(1), first sentence, of the OECD Model  Tax Convention will not be modified by the Multilateral  Instrument to include such equivalent, Jersey should  follow up on its request for the inclusion of the required  provision via bilateral negotiations. This concerns a provision that is equivalent to  Article 25(1), first sentence, of the OECD Model Tax  Convention, either: •  as amended in the Action 14 final report; or •  as it read prior to the adoption of the Action 14 final  report, thereby including the full sentence of such  provision. In addition, Jersey should maintain its stated intention to  include Article 25(1) of the OECD Model Tax Convention  as amended in the Action 14 final report in all future tax  treaties. Jersey should ensure that where its domestic time limits  apply for filing of MAP requests, in the absence of a  provision hereon in its tax treaties, such time limits do  not prevent taxpayers from having access to MAP if a  request thereto is made within a period of three years  as from the first notification of the action resulting in  taxation not in accordance with the provisions of a tax  treaty.",2020,domestic_remedies_three_years
JEY,stage-1,[B.2],"There is a documented process in place to consult the other competent authority in cases where the objection  raised in the MAP request was considered as being not justified. However, it was not possible to assess whether the  consultation process is applied in practice because during the Review Period no such cases have occurred.",NA,2020,request_either_ca
JEY,stage-1,[B.3],-,"Jersey reported that it will give access to MAP in transfer pricing cases. Its competent authority, however, did not  receive any MAP requests for such cases during the Review Period. Jersey is therefore recommended to follow its  policy and grant access to MAP in such cases.",2020,access_tp
JEY,stage-1,[B.4],-,"Jersey reported it will give access to MAP in cases concerning whether the conditions for the application of a treaty  anti-abuse provision have been met or whether the application of a domestic law anti-abuse provision is in conflict  with the provisions of a treaty. Its competent authority, however, did not receive any MAP requests of this kind from  taxpayers during the Review Period. Jersey is therefore recommended to follow its policy and grant access to MAP  in such cases.",2020,access_anti_abuse
JEY,stage-1,[B.5],-,"Jersey reported it will give access to MAP in cases where the tax authority and the taxpayer have entered into an  audit settlement. Its competent authority, however, did not receive any MAP requests of this kind from taxpayers  during the Review Period. Jersey is therefore recommended to follow its policy and grant access to MAP when such  cases surface.",2020,access_audit_settlement
JEY,stage-1,[B.6],-,"Jersey reported it will give access to MAP in cases where taxpayers have complied with Jersey’s information and  documentation requirements for MAP requests. Its competent authority, however, did not receive any MAP requests  from taxpayers during the Review Period. Jersey is therefore recommended to follow its policy and grant access to  MAP when it receives a request that includes the required information and documentation.",2020,access_information
JEY,stage-1,[B.7],-,Jersey should maintain its stated intention to include the  required provision in all future tax treaties.,2020,double_taxation_other_than_treaty
JEY,stage-1,[B.8],-,"Although not required by the Action 14 Minimum  Standard, in order to further improve the level of details  of its MAP guidance Jersey could follow its stated  intention to consider including the items listed above.",2020,guidelines_on_access
JEY,stage-1,[B.9],-,"As it has thus far made its MAP guidance available and  easily accessible and published its MAP profile, Jersey  should ensure that future updates to the MAP guidance  continue to be publicly available and easily accessible  and that its MAP profile published on the shared public  platform is updated if needed.",2020,publish_MAP_profile
JEY,stage-1,[B.10],-,-,2020,access_audit_settlement_in_guidelines
JEY,stage-1,[C.1],"Four out of 29 tax treaties do not contain a provision that  is equivalent to Article 25(2), first sentence, of the OECD  Model Tax Convention. These four treaties will not be  modified by the Multilateral Instrument to include the  required provision. With respect to these treaties, Jersey  has reached out to its treaty partners to request the  initiation of bilateral negotiations.","As the four treaties that do not contain the equivalent  of Article 25(2), first sentence, of the OECD Model  Tax Convention will not be modified via the Multilateral  Instrument, Jersey should follow up on its requests  for the inclusion of the required provision via bilateral  negotiations. In addition, Jersey should maintain its stated intention to  include the required provision in all future tax treaties.",2020,treaty_provision_resolution
JEY,stage-1,[C.2],"Jersey submitted comprehensive MAP statistics on time on the basis of the MAP statistics Reporting Framework for  the years 2016 and 2018. Based on the information provided by Jersey’s MAP partners, its post-2015 MAP statistics  for these years actually match those of its treaty partners as reported by the latter. However, Jersey did not submit 2017 MAP statistics within the required timeline, but only during the course of its  peer review. In that regard, Jersey is recommended to annually report MAP statistics. Jersey’s MAP statistics show that during the Statistics Reporting Period it closed one case post-2015 case in  6.50 months. In that regard, Jersey is recommended to seek to resolve future post-2015 cases within a timeframe  that results in an average timeframe of 24 months.",NA,2020,resolution_24_months
JEY,stage-1,[C.3],"Jersey should monitor whether the resources available  for the competent authority function remain adequate in  - order to resolve future MAP cases in a timely, efficient  and effective manner.",NA,2020,resources_MAP_function
JEY,stage-1,[C.4],-,"Jersey should ensure that its competent authority  continues to have the authority, and uses that  authority in practice, to resolve MAP cases without  being dependent on approval or direction from  the tax administration personnel directly involved  in the adjustment at issue and absent any policy  considerations that Jersey would like to see reflected in  future amendments to the treaty.",2020,independence_MAP_function
JEY,stage-1,[C.5],-,"As it has done thus far, Jersey should continue to use  appropriate performance indicators.",2020,performance_indicators
JEY,stage-1,[C.6],-,-,2020,arbitration_position
JEY,stage-1,[D.1],"As there was no MAP agreement reached during the Review Period, it was not yet possible to assess whether  Jersey would have implemented all MAP agreements thus far. As will be discussed under element D.3, not all  of Jersey’s tax treaties contain the equivalent of  Article 25(2), second sentence, of the OECD Model Tax  Convention. Therefore, there is a risk that for those tax  treaties that do not contain that provision, not all MAP  agreements will be implemented due to time limits in its  domestic law.","When, after a MAP case is initiated, the domestic statute  of limitation may, in the absence of the second sentence  of Article 25(2) of the OECD Model Tax Convention in  an assessed jurisdiction’s relevant tax treaty, prevent  the implementation of a MAP agreement, Jersey should  put appropriate procedures in place to ensure that such  an agreement is implemented. In addition, where during  the MAP process the domestic statute of limitations may  expire and may then affect the possibility to implement  a MAP agreement, Jersey should for clarity and  transparency purposes notify the treaty partner thereof  without delay.",2020,implementing_agreements
JEY,stage-1,[D.2],"As there was no MAP agreement reached during the Review Period that needed to be implemented in Jersey, it was  not yet possible to assess whether Jersey would have implemented all MAP agreements on a timely basis thus far.",NA,2020,timely_implementation
JEY,stage-1,[D.3],"Three out of 29 tax treaties contain neither a provision  that is equivalent to Article 25(2), second sentence, of  the OECD Model Tax Convention nor both alternative  provisions provided for in Article 9(1) and Article 7(2).  These three treaties are not expected to be modified by  the Multilateral Instrument.","As the three treaties that do not contain the equivalent  of Article 25(2), second sentence, of the OECD Model  Tax Convention or both alternative provisions will not be  modified via the Multilateral Instrument, Jersey should  follow up on its requests for the inclusion of the required  provision via bilateral negotiations or be willing to accept  the inclusion of both alternative provisions. In addition, Jersey should maintain its stated intention  to include the required provision, or be willing to accept  the inclusion of both alternatives provisions, in all future  tax treaties.",2020,implementation_notwithstanding_time_limits
JEY,stage-2,[A.1],"Three out of 29 tax treaties do not contain a provision  that is equivalent to Article 25(3), first sentence, of the  OECD Model Tax Convention (OECD, 2017). None  of these treaties will be modified by the Multilateral  Instrument to include the required provision. With  respect to these treaties, negotiations are pending","As the three treaties that do not contain the equivalent  of Article 25(3), first sentence, of the OECD Model  Tax Convention (OECD, 2017) will not be modified via  the Multilateral Instrument, Jersey should continue  negotiations with the treaty partners concerned with a  view to including the required provision.",2022,treaty_interpretation_clause
JEY,stage-2,[A.2],-,-,2022,apa_roll_back
JEY,stage-2,[B.1],"Two out of 29 tax treaties do not contain a provision that  is equivalent to Article 25(1), first sentence, of the OECD  Model Tax Convention (OECD, 2015a) as it read prior to  the adoption of the Action 14 final report (OECD, 2015b),  or as amended by that final report, and also the timeline  to submit a MAP request is less than three years as from  the first notification of the action resulting in taxation  not in accordance with the provision of the tax treaty.  These treaties will not be modified by the Multilateral  Instrument to include the required provision. With  respect to these treaties, negotiations are pending. One out of 29 tax treaties does not contain a provision  that is equivalent to Article 25(1), first sentence, of the  OECD Model Tax Convention (OECD, 2015a), either as  it read prior to the adoption of the Action 14 final report  or as amended by that report (OECD, 2015b). This treaty  will not be modified by the Multilateral Instrument to  include the required provision. With respect to this treaty,  negotiations are pending.","For the two treaties that will not be modified by the  Multilateral Instrument to include the equivalent of  Article 25(1), first and second sentence, of the OECD  Model Tax Convention (OECD, 2017), Jersey should  continue negotiations with the treaty partners concerned  with a view to including the required provision. This concerns a provision that is equivalent to  Article 25(1), first and second sentence, of the OECD  Model Tax Convention either: a. as amended by the Action 14 final report (OECD,  2015b); or b. as it read prior to the adoption of the Action 14 final  report (OECD, 2015b), thereby including the full  sentence of such provision. As the treaty that does not contain the equivalent of  Article 25(1), first sentence, of the OECD Model Tax  Convention (OECD, 2017) will not be modified by the  Multilateral Instrument to include such equivalent,  Jersey should continue negotiations with the treaty  partner concerned with a view to including the required  provision. This concerns a provision that is equivalent to  Article 25(1), first sentence, of the OECD Model Tax  Convention, either: a. as amended in the Action 14 final report (OECD,  2015b); or b. as it read prior to the adoption of the Action 14 final  report (OECD, 2015b), thereby including the full  sentence of such provision.",2022,domestic_remedies_three_years
JEY,stage-2,[B.2],-,-,2022,request_either_ca
JEY,stage-2,[B.3],-,-,2022,access_tp
JEY,stage-2,[B.4],-,-,2022,access_anti_abuse
JEY,stage-2,[B.5],-,-,2022,access_audit_settlement
JEY,stage-2,[B.6],-,-,2022,access_information
JEY,stage-2,[B.7],-,-,2022,double_taxation_other_than_treaty
JEY,stage-2,[B.8],-,-,2022,guidelines_on_access
JEY,stage-2,[B.9],-,-,2022,publish_MAP_profile
JEY,stage-2,[B.10],-,-,2022,access_audit_settlement_in_guidelines
JEY,stage-2,[C.1],"Four out of 29 tax treaties do not contain a provision that  is equivalent to Article 25(2), first sentence, of the OECD  Model Tax Convention (OECD, 2017). None of these  treaties will be modified by the Multilateral Instrument  to include the required provision. With respect to these  treaties, negotiations are pending.","As the four treaties that do not contain the equivalent  of Article 25(2), first sentence, of the OECD Model  Tax Convention (OECD, 2017) will not be modified via  the Multilateral Instrument, Jersey should continue  negotiations with the treaty partners concerned with a  view to including the required provision.",2022,treaty_provision_resolution
JEY,stage-2,[C.2],MAP statistics for 2019 were not submitted. MAP statistics was not sought with all of the treaty  partners.,Jersey should report its MAP statistics in accordance  with the MAP Statistics Reporting Framework. Jersey should endeavour to match its MAP statistics with  all of its treaty partners.,2022,resolution_24_months
JEY,stage-2,[C.3],"While Jersey closed MAP cases on an average of  10.85 months (which is within the pursued average for  resolving MAP cases received on or after 1 January  2016), Jersey reported resource constraints during the  Statistics Reporting Period that did not allow it to report  MAP statistics, match such statistics with treaty partners  or participate actively in stage 2 of the peer review  process.","Jersey should closely monitor whether the resources  available for the competent authority function remain  adequate in order to resolve future MAP cases in a  timely, efficient and effective manner. In particular,  Jersey should ensure that at least one person is  available to perform the functions that are required of the  competent authority.",2022,resources_MAP_function
JEY,stage-2,[C.4],-,-,2022,independence_MAP_function
JEY,stage-2,[C.5],-,-,2022,performance_indicators
JEY,stage-2,[C.6],-,-,2022,arbitration_position
JEY,stage-2,[D.1],"As will be discussed under element D.3, not all  of Jersey’s tax treaties contain the equivalent of  Article 25(2), second sentence, of the OECD Model Tax  Convention (OECD, 2017). Therefore, there is a risk that  for those tax treaties that do not contain that provision,  not all MAP agreements will be implemented due to the  time limit of five years in its domestic law.","When, after a MAP case is initiated, the domestic statute  of limitation may, in the absence of the second sentence  of Article 25(2) of the OECD Model Tax Convention  (OECD, 2017) in an assessed jurisdiction’s relevant tax  treaty, prevent the implementation of a MAP agreement,  Jersey should put appropriate procedures in place  to ensure that such an agreement is implemented. In  addition, where during the MAP process the domestic  statute of limitations may expire and may then affect  the possibility to implement a MAP agreement, Jersey  should for clarity and transparency purposes notify the  treaty partner thereof without delay.",2022,implementing_agreements
JEY,stage-2,[D.2],-,-,2022,timely_implementation
JEY,stage-2,[D.3],"Three out of 29 tax treaties contain neither a provision  that is equivalent to Article 25(2), second sentence, of  the OECD Model Tax Convention (OECD, 2017) nor  both alternative provisions provided for in Article 9(1)  and Article 7(2). None of these treaties will be modified  by the Multilateral Instrument. With respect to these  treaties, negotiations are pending.","As the three treaties that do not contain the equivalent of  Article 25(2), second sentence, of the OECD Model Tax  Convention (OECD, 2017) or both alternative provisions  will not be modified via the Multilateral Instrument,  Jersey should continue negotiations with the treaty  partners concerned with a view to including the required  provision or be willing to accept the inclusion of both  alternative provisions.",2022,implementation_notwithstanding_time_limits
KAZ,stage-1,[A.1],"Three out of 55 tax treaties do not contain a provision  that is equivalent to Article 25(3), first sentence, of the  OECD Model Tax Convention (OECD, 2017). Of these  three treaties: •  One has been modified by the Multilateral Instrument  to include the required provision. •  Two will not be modified by the Multilateral Instrument  to include the required provision.","For the remaining two treaties that will not be modified  by the Multilateral Instrument to include the equivalent  of Article 25(3), first sentence, of the OECD Model Tax  Convention (OECD, 2017), Kazakhstan should request  the inclusion of the required provision via bilateral  negotiations. To this end, Kazakhstan should follow its stated intention  to put a plan in place on how it envisages updating these  treaties to include the required provision. In addition, Kazakhstan should maintain its stated  intention to include the required provision in all future tax  treaties.",2021,treaty_interpretation_clause
KAZ,stage-1,[A.2],Roll-back of bilateral APAs is not provided for in  appropriate cases.,Kazakhstan should maintain its stated intention to  introduce the possibility of and in practice provide for  roll-back of bilateral APAs in appropriate cases.,2021,apa_roll_back
KAZ,stage-1,[B.1],"One out of 55 tax treaties does not contain a provision  that is equivalent to Article 25(1), first sentence, of the  OECD Model Tax Convention (OECD, 2015a), either  as it read prior to the adoption of the Action 14 final  report or as amended by that report (OECD, 2015b) and  the timeline to file a MAP request is shorter than three  years from the first notification of the action resulting  in taxation not in accordance with the provision of the  tax treaty. This treaty is expected to be modified by the  Multilateral Instrument to include a filing period of three  years upon entry into force for the treaties concerned,  but not as regards Article 25(1), first sentence. Two out of 55 tax treaties do not contain the equivalent  of Article 25(1), second sentence, of the OECD Model  Tax Convention (OECD, 2017), as the timeline to file  a MAP request is shorter than three years from the  first notification of the action resulting in taxation not in  accordance with the provision of the tax treaty. Out of  these two treaties: •  One has been modified by the Multilateral Instrument  to include the required provision. •  The remaining treaty will not be modified by the  Multilateral Instrument to include the required  provision.","As this treaty will not be modified by the Multilateral  Instrument to include the equivalent to Article 25(1), first  sentence of the OECD Model Tax Convention (OECD,  2017), as amended by the Action 14 final report (OECD,  2015b), Kazakhstan should request the inclusion of the  required provision via bilateral negotiations, either a. as amended by the Action 14 final report (OECD,  2015b), or b. As it read prior to the adoption of Action 14 final  report (OECD, 2015b), thereby including the full  sentence of such provision. To this end, Kazakhstan should follow its stated intention  to put a plan in place on how it envisages updating this  treaty to include the required provision. As the remaining treaty will not be modified by the  Multilateral Instrument to include the equivalent to  Article 25(1), second sentence of the OECD Model Tax  Convention (OECD, 2017) in the treaty that currently  does not contain such equivalent, Kazakhstan should  request the inclusion of the required provision via  bilateral negotiations. To this end, Kazakhstan should  follow its stated intention to put a plan in place on how  it envisages updating this treaty to include the required  provision.",2021,domestic_remedies_three_years
KAZ,stage-1,[B.1],"Where tax treaties do not include a time limit for  submission of a MAP request, applicable rules under  domestic legislation may lead to a filing period of less  than three years as from the first notification of the  action resulting in taxation not in accordance with the  provisions of a tax treaty.","Kazakhstan should ensure that where its domestic time  limits apply for filing of MAP requests, in the absence  of a provision hereon in its tax treaties, such time limits  do not prevent taxpayers from having access to MAP if  a request thereto is made within a period of three years  as from the first notification of the action resulting in  taxation not in accordance with the provisions of a tax  treaty. In addition, Kazakhstan should maintain its stated  intention to include Article 25(1) of the OECD Model Tax  Convention (OECD, 2017) as amended by the Action 14  final report (OECD, 2015b) in all future tax treaties.",2021,domestic_remedies_three_years
KAZ,stage-1,[B.2],"None of the 55 treaties contain a provision equivalent to  Article 25(1) of the OECD Model Tax Convention (OECD,  2017) as amended by the Action 14 final report (OECD,  2015b), allowing taxpayers to submit a MAP request to  the competent authority of either treaty partners. For  these treaties no documented bilateral consultation or  notification process is in place, which allows the other  competent authority concerned to provide its views on  the case when the taxpayer’s objection raised in the  MAP request is considered not to be justified.","Kazakhstan should follow its stated intention to  document its notification and/or consultation process  and provide in that document rules of procedure on how  that process should be applied in practice, including  the steps to be followed and timing of these steps.  Furthermore, Kazakhstan should apply that process  in practice for cases in which its competent authority  considered the objection raised in a MAP request not to  be justified and when the tax treaty concerned does not  contain Article 25(1) of the OECD Model Tax Convention  (OECD, 2017), as amended by the Action 14 final report  (OECD, 2015b).",2021,request_either_ca
KAZ,stage-1,[B.3],-,"Kazakhstan reported that it will provide access to MAP in transfer pricing cases. Its competent authority, however  did not receive any MAP request for such cases during the Review Period. Kazakhstan Is therefore recommended  to follow its policy and grant access to MAP when such cases surface.",2021,access_tp
KAZ,stage-1,[B.4],-,"Kazakhstan reported it will give access to MAP in cases concerning whether the conditions for the application of a  treaty anti-abuse provision have been met or whether the application of a domestic law anti-abuse provision is in  conflict with the provisions of a treaty. Its competent authority, however, did not receive any MAP requests of this  kind from taxpayers during the Review Period. Kazakhstan is therefore recommended to follow its policy and grant  access to MAP in such cases.",2021,access_anti_abuse
KAZ,stage-1,[B.5],-,-,2021,access_audit_settlement
KAZ,stage-1,[B.6],-,"As Kazakhstan has thus far not limited access to  MAP in eligible cases when taxpayers have complied  with Kazakhstan’s information and documentation  requirements for MAP requests, it should continue this  practice.",2021,access_information
