response,detailed_explanation,links,new_row,iso3c,date,year,short_codes,taxpayer_friendly_answers,action_14,action_14_numbers,category,comb_rate,number_treaties,taxpayer_friendliness
yes,Oman will consult the other CA of the other contracting state on such cases. Where there is a disagreement between the taxpayer and the tax authorities.,"https://tms.taxoman.gov.o
m/portal/ar/web/taxportal/
manual-guide",12,OMN,2022-03-31,2022,access_anti_abuse_domestic,,NA,NA,availability_access,15,33,1
no,N/A,N/A,13,OMN,2022-03-31,2022,access_audit_settlement,,min_std_mod,[B.5],availability_access,15,33,0
yes,N/A,"https://tms.taxoman.gov.o
m/portal/ar/web/taxportal/
manual-guide",14,OMN,2022-03-31,2022,access_taxpayer_adjustment,,bp,[B.P.6],availability_access,15,33,1
no,N/A,N/A,15,OMN,2022-03-31,2022,access_other,,NA,NA,availability_access,15,33,1
yes,"Taxpayers may request MAP assistance in such cases. However, the Tax Authority considers that it is legally bound to follow a court decision and will not deviate from a domestic court decision","https://tms.taxoman.gov.om /portal/ar/web/taxportal/m
anual-guide",16,OMN,2022-03-31,2022,access_domestic_remedies,,NA,NA,availability_access,15,33,1
yes,"Taxpayers may request MAP assistance in such cases. However, the Tax Authority considers that it is legally bound to follow a court decision and will not deviate from a domestic court decision.","https://tms.taxoman.gov.om /portal/ar/web/taxportal/m
anual-guide",17,OMN,2022-03-31,2022,access_domestic_decision,,NA,NA,availability_access,15,33,1
yes,Taxpayers may refer to the MAP Guidelines and other rulings or decisions that may be published occasionally on the Tax Authority website,"https://tms.taxoman.gov.om /portal/ar/web/taxportal/m
anual-guide 
 
https://tms.taxoman.gov.om /portal/web/taxportal/manu
al-guide/-
/document_library/jRcw40C
ZIm2d/view_file/2529383",18,OMN,2022-03-31,2022,access_info_public,,min_std,[B.6],availability_access,15,33,1
yes,"T he timeline for filing is subject to the applicable DTA. In general, it is as per paragraph 1 of the MAP Article.","https://tms.taxoman.gov.om/po
rtal/ar/web/taxportal/manual-
guide",19,OMN,2022-03-31,2022,access_timeline,,NA,NA,availability_access,15,33,0
yes,N/A,"https://tms.taxoman.gov.om/po
rtal/ar/web/taxportal/manual-
guide",20,OMN,2022-03-31,2022,guidance_multilateral_map,,bp,[B.P.7],availability_access,15,33,1
no,U nless the bilateral agreement allow such suspension.,"https://tms.taxoman.gov.om/po
rtal/ar/web/taxportal/manual-
guide",21,OMN,2022-03-31,2022,tax_collection_suspended,,bp_mod,NA,availability_access,15,33,0
no,N/A,N/A,22,OMN,2022-03-31,2022,access_fees,,NA,NA,availability_access,15,33,1
no,I nformation may be obtained through the guidelines or by contacting the International cooperation Department directly.,N/A,23,OMN,2022-03-31,2022,access_other_info,,NA,NA,availability_access,15,33,NA
yes,"The Tax Authority is committed to resolve MAP cases within an average timeframe of 24 months. Nevertheless, the time may vary depending on the complexity of the case. The average time to resolution of MAP cases will be calculated according to the method of calculation provided for reporting statistics of the MAP.","https://tms.taxoman.gov.om
/portal/ar/web/taxportal/m
anual-guide",24,OMN,2022-03-31,2022,resolution_timeframes,,min_std,NA,resolution,15,33,1
yes,"Oman is committed to provide timely and complete reporting of MAP statistics pursuant to an agreed reporting framework, which is the MAP Statistics Reporting Framework. Oman’s MAP statistics will be reported in accordance with the reporting templates for a calendar year by no later than 31 May of the following calendar year, for subsequent publication on the OECD website.",N/A,25,OMN,2022-03-31,2022,map_statistics,,NA,NA,resolution,15,33,1
yes,N/A,N/A,26,OMN,2022-03-31,2022,interest_penalties,,NA,NA,resolution,15,33,1
no,N/A,N/A,27,OMN,2022-03-31,2022,roles_public,,NA,NA,resolution,15,33,0
no,N/A,N/A,28,OMN,2022-03-31,2022,arbitration_any_treaty,,NA,NA,resolution,15,33,0
no,N/A,N/A,29,OMN,2022-03-31,2022,arbitration_constitutional_limit,,NA,NA,resolution,15,33,1
yes,N/A,N/A,30,OMN,2022-03-31,2022,arbitration_treaty_policy,,NA,NA,resolution,15,33,1
yes,"The Tax Authority does not envisage the parallel undertaking of a MAP where the taxpayer is simultaneously pursuing judicial or administrative remedies. A case may be accepted into MAP while judicial or administrative proceedings are ongoing. However, in such cases, the TA may suggest that the taxpayer to suspend domestic legal remedies in order to see the outcome of the MAP.","https://tms
.taxoman.g
ov.om/port
al/ar/web/
taxportal/
manual-
guide",31,OMN,2022-03-31,2022,domestic_remedies_info,,bp,[B.P.10],resolution,15,33,1
yes,The Tax Authority considers that it is legally bound to follow a domestic court decision in the MAP and will not deviate from a court decision.,"https://tms
.taxoman.g
ov.om/port
al/ar/web/
taxportal/
manual-
guide",32,OMN,2022-03-31,2022,domestic_remedies_binding_info,,NA,NA,resolution,15,33,1
yes,N/A,"https://tms.taxoman.gov.om/
portal/ar/web/taxportal/man
ual-guide",33,OMN,2022-03-31,2022,multi_year_resolution,,bp,[B.P.9],resolution,15,33,1
yes,"The Omani model of tax convention includes the equivalent of Paragraph 2 of Article 9 of the Model Convention with respect to taxes on Income and on Capital, But an old treaty does not include the Article concerning Associated Enterprises.",N/A,34,OMN,2022-03-31,2022,corresponding_adjustment_all_treaties,,bp,[B.P.12],resolution,15,33,1
no,Information may be obtained through the guidelines or by contacting the International Cooperation Department directly.,N/A,35,OMN,2022-03-31,2022,resolution_other_info,,NA,NA,resolution,15,33,NA
yes,The timeframe set by the Law to pay the Tax is 30 days. Additional tax resulting from MAP cases shall be paid within the limitation of the domestic Law.,Income Tax Law,36,OMN,2022-03-31,2022,additional_tax_timeframe_info,,NA,NA,implementation,15,33,1
yes,"As per Article 178 of the Law, the taxpayer shall expect the refund to be made within (60) sixty days. Please be informed that as an administrative procedure, the timeframe for refunds would be within the limitation of second paragraph of Article 158 of the Income Tax Law. “Tax shall be refunded on an application submitted by the taxpayer to the Tax Authority within a period of five years from the end of the tax year in which the right for the tax refund arises; otherwise such right shall lapse.”",Income Tax Law,37,OMN,2022-03-31,2022,refund_timeframe_info,,NA,NA,implementation,15,33,1
yes,"Implemented notwithstanding any time limits in the domestic law of the contracting States, or alternative treaty provisions that limit the time during which a Contracting Party may make an adjustment.",N/A,38,OMN,2022-03-31,2022,implementation_notwithstanding_time,,min_std_mod,NA,implementation,15,33,1
no,Information may be obtained through the guidelines or by contacting the International Cooperation Department directly.,N/A,39,OMN,2022-03-31,2022,implementation_other_info,,NA,NA,implementation,15,33,NA
yes,Such Agreements/Conventions/ Protocols are published on FBR Website.,"Publically available on the official website of the 
Federal  Board  of  Revenue,  Government  of 
Pakistan www.fbr.gov.pk",1,PAK,2019-04-25,2019,publication_map_general_nature,,bp,[B.P.2],preventing_disputes,29,67,1
n/a,Pakistan has no APA’s at the moment.,-,2,PAK,2019-04-25,2019,bil_apa_available,,bp,[B.P.1],preventing_disputes,29,67,0
n/a,-,-,3,PAK,2019-04-25,2019,bil_apa_roll_back,,NA,NA,preventing_disputes,29,67,0
n/a,-,-,4,PAK,2019-04-25,2019,bil_apa_timeline,,NA,NA,preventing_disputes,29,67,0
n/a,-,-,5,PAK,2019-04-25,2019,bil_apa_info_available,,bp,[B.P.3],preventing_disputes,29,67,0
n/a,-,-,6,PAK,2019-04-25,2019,bil_apa_fees,,NA,NA,preventing_disputes,29,67,0
n/a,-,-,7,PAK,2019-04-25,2019,bil_apa_statistics,,NA,NA,preventing_disputes,29,67,0
yes,-,-,8,PAK,2019-04-25,2019,training_officials,,bp,[B.P.4],preventing_disputes,29,67,1
detailed_explanation,All Conventions/Agreements and Protocols along with relevant Rules are available.,www.fbr.gov.pk.,9,PAK,2019-04-25,2019,other_info_available,,NA,NA,preventing_disputes,29,67,NA
yes,-,-,10,PAK,2019-04-25,2019,access_tp,,min_std,[B.3],availability_access,29,67,1
yes,-,-,11,PAK,2019-04-25,2019,access_anti_abuse_treaty,,NA,NA,availability_access,29,67,1
yes,-,-,12,PAK,2019-04-25,2019,access_anti_abuse_domestic,,NA,NA,availability_access,29,67,1
yes,-,-,13,PAK,2019-04-25,2019,access_audit_settlement,,min_std_mod,[B.5],availability_access,29,67,1
yes,-,-,14,PAK,2019-04-25,2019,access_taxpayer_adjustment,,bp,[B.P.6],availability_access,29,67,1
no,MAP is available provided the requirements of the relevant provisions relating to MAP in a specific tax treaty are met.,-,15,PAK,2019-04-25,2019,access_other,,NA,NA,availability_access,29,67,1
yes,-,-,16,PAK,2019-04-25,2019,access_domestic_remedies,,NA,NA,availability_access,29,67,1
yes,-,-,17,PAK,2019-04-25,2019,access_domestic_decision,,NA,NA,availability_access,29,67,1
yes,"Rule 19D trough G of the Income Tax Rules 2002, provide the relevant guidelines and procedures for invoking MAP request.","Rules are available on FBR official website 
www.fbr.gov.pk",18,PAK,2019-04-25,2019,access_info_public,,min_std,[B.6],availability_access,29,67,1
detailed_explanation,Timelines are provided in the relevant Avoidance of Double Taxation Agreements / Conventions.,-,19,PAK,2019-04-25,2019,access_timeline,,NA,NA,availability_access,29,67,0
no,-,-,20,PAK,2019-04-25,2019,guidance_multilateral_map,,bp,[B.P.7],availability_access,29,67,0
yes,"During the pendency of MAP, the competent authority of Pakistan may, depending upon the merits of each case, direct to put on hold the recovery proceedings on any amount of tax subject to furnishing of irrevocable bank guarantee.",-,21,PAK,2019-04-25,2019,tax_collection_suspended,,bp_mod,NA,availability_access,29,67,1
no,-,-,22,PAK,2019-04-25,2019,access_fees,,NA,NA,availability_access,29,67,1
no,-,-,23,PAK,2019-04-25,2019,access_other_info,,NA,NA,availability_access,29,67,NA
yes,-,-,24,PAK,2019-04-25,2019,resolution_timeframes,,min_std,NA,resolution,29,67,1
no,-,-,25,PAK,2019-04-25,2019,map_statistics,,NA,NA,resolution,29,67,0
yes,Adjustments are dependent upon resolution reached under MAP.,-,26,PAK,2019-04-25,2019,interest_penalties,,NA,NA,resolution,29,67,1
no,-,-,27,PAK,2019-04-25,2019,roles_public,,NA,NA,resolution,29,67,0
yes,-,-,28,PAK,2019-04-25,2019,arbitration_any_treaty,,NA,NA,resolution,29,67,1
n/a,-,-,29,PAK,2019-04-25,2019,arbitration_constitutional_limit,,NA,NA,resolution,29,67,0
n/a,-,-,30,PAK,2019-04-25,2019,arbitration_treaty_policy,,NA,NA,resolution,29,67,0
no,-,-,31,PAK,2019-04-25,2019,domestic_remedies_info,,bp,[B.P.10],resolution,29,67,0
n/a,-,-,32,PAK,2019-04-25,2019,domestic_remedies_binding_info,,NA,NA,resolution,29,67,0
yes,-,-,33,PAK,2019-04-25,2019,multi_year_resolution,,bp,[B.P.9],resolution,29,67,1
no,Most of the Pakistan Tax Treaties contain Para 2 of Article 9 of the OECD/UN Model Tax Convention.,-,34,PAK,2019-04-25,2019,corresponding_adjustment_all_treaties,,bp,[B.P.12],resolution,29,67,0
no,-,-,35,PAK,2019-04-25,2019,resolution_other_info,,NA,NA,resolution,29,67,NA
yes,"The effect to resolution arrived at under MAP is given within 30 days of the receipt of the same by Commissioner subject to acceptability by Tax payer and withdrawal of appeal (if any) under Rules 19 E (11) of Income Tax Rules, 2002.",www.fbr.gov.pk,36,PAK,2019-04-25,2019,additional_tax_timeframe_info,,NA,NA,implementation,29,67,1
yes,"The effect to resolution arrived at under MAP is given within 30 days of the receipt of the same by Commissioner subject to acceptability by Tax payer and withdrawal of appeal under Rules 19 E (11) of Income Tax Rules, 2002..",www.fbr.gov.pk,37,PAK,2019-04-25,2019,refund_timeframe_info,,NA,NA,implementation,29,67,1
yes,-,-,38,PAK,2019-04-25,2019,implementation_notwithstanding_time,,min_std_mod,NA,implementation,29,67,1
no,-,-,39,PAK,2019-04-25,2019,implementation_other_info,,NA,NA,implementation,29,67,NA
n/a,So far no such agreements have been made. Panama is currently considering this matter in order to develop MAP regulations aligned with Action 14 BEPS.,-,1,PAN,2017-02-16,2017,publication_map_general_nature,,bp,[B.P.2],preventing_disputes,25,17,0
no,-,-,2,PAN,2017-02-16,2017,bil_apa_available,,bp,[B.P.1],preventing_disputes,25,17,0
n/a,-,-,3,PAN,2017-02-16,2017,bil_apa_roll_back,,NA,NA,preventing_disputes,25,17,0
n/a,-,-,4,PAN,2017-02-16,2017,bil_apa_timeline,,NA,NA,preventing_disputes,25,17,0
n/a,-,-,5,PAN,2017-02-16,2017,bil_apa_info_available,,bp,[B.P.3],preventing_disputes,25,17,0
n/a,-,-,6,PAN,2017-02-16,2017,bil_apa_fees,,NA,NA,preventing_disputes,25,17,0
n/a,-,-,7,PAN,2017-02-16,2017,bil_apa_statistics,,NA,NA,preventing_disputes,25,17,0
yes,-,-,8,PAN,2017-02-16,2017,training_officials,,bp,[B.P.4],preventing_disputes,25,17,1
detailed_explanation,So far no MAP cases have been presented. Panama is currently studying this matter in order to develop MAP regulations aligned with Action14 BEPS.,-,9,PAN,2017-02-16,2017,other_info_available,,NA,NA,preventing_disputes,25,17,NA
yes,-,-,10,PAN,2017-02-16,2017,access_tp,,min_std,[B.3],availability_access,25,17,1
n/a,So far no MAP cases have been presented. Panama is currently studying this matter in order to develop MAP regulations aligned with the Action 14 BEPS.,-,11,PAN,2017-02-16,2017,access_anti_abuse_treaty,,NA,NA,availability_access,25,17,1
n/a,So far no MAP cases have been presented. Panama is currently studying this matter in order to develop MAP regulations aligned.,-,12,PAN,2017-02-16,2017,access_anti_abuse_domestic,,NA,NA,availability_access,25,17,1
NA,So far no MAP cases have been presented. Panama is currently studying this matter in order to develop MAP regulations aligned with the Action 14 BEPS.,-,13,PAN,2017-02-16,2017,access_audit_settlement,,min_std_mod,[B.5],availability_access,25,17,0
n/a,So far no MAP cases have been presented. Panama is currently studying this matter in order to develop MAP regulations aligned with the Action 14 BEPS.,-,14,PAN,2017-02-16,2017,access_taxpayer_adjustment,,bp,[B.P.6],availability_access,25,17,0
NA,So far no MAP cases have been presented. Panama is currently studying this matter in order to develop MAP regulations aligned with the Action 14 BEPS.,-,15,PAN,2017-02-16,2017,access_other,,NA,NA,availability_access,25,17,0
NA,So far no MAP cases have been presented. Panama is currently studying this matter in order to develop MAP regulations aligned with the Action 14 BEPS.,-,16,PAN,2017-02-16,2017,access_domestic_remedies,,NA,NA,availability_access,25,17,0
NA,So far no MAP cases have been presented. Panama is currently studying this matter in order to develop MAP regulations aligned with the Action 14 BEPS.,-,17,PAN,2017-02-16,2017,access_domestic_decision,,NA,NA,availability_access,25,17,0
no,-,-,18,PAN,2017-02-16,2017,access_info_public,,min_std,[B.6],availability_access,25,17,0
detailed_explanation,So far no MAP cases have been presented. Panama is currently studying this matter in order to develop MAP regulations aligned with the Action 14 BEPS.,-,19,PAN,2017-02-16,2017,access_timeline,,NA,NA,availability_access,25,17,0
no,-,-,20,PAN,2017-02-16,2017,guidance_multilateral_map,,bp,[B.P.7],availability_access,25,17,0
yes,So far no MAP cases have been presented. Panama is currently studying this matter in order to develop MAP regulations aligned with the Action 14 BEPS.,-,21,PAN,2017-02-16,2017,tax_collection_suspended,,bp_mod,NA,availability_access,25,17,1
NA,So far no MAP cases have been presented. Panama is currently considering this matter in order to develop MAP regulations aligned with the Action 14 BEPS.,NA,22,PAN,2017-02-16,2017,access_fees,,NA,NA,availability_access,25,17,0
detailed_explanation,So far no MAP cases have been presented. Panama is currently studying this matter in order to develop MAP regulations aligned with the Action 14 BEPS.,-,23,PAN,2017-02-16,2017,access_other_info,,NA,NA,availability_access,25,17,NA
NA,So far no MAP cases have been presented. Panama is currently considering this matter in order to develop MAP regulations aligned with the Action 14 BEPS.,-,24,PAN,2017-02-16,2017,resolution_timeframes,,min_std,NA,resolution,25,17,0
no,-,-,25,PAN,2017-02-16,2017,map_statistics,,NA,NA,resolution,25,17,0
NA,So far no MAP cases have been presented. Panama is currently considering this matter in order to develop MAP regulations aligned with the Action 14 BEPS.,-,26,PAN,2017-02-16,2017,interest_penalties,,NA,NA,resolution,25,17,0
no,So far no MAP cases have been presented. Panama is currently considering this matter in order to develop MAP regulations aligned with the Action 14 BEPS.,-,27,PAN,2017-02-16,2017,roles_public,,NA,NA,resolution,25,17,0
no,-,-,28,PAN,2017-02-16,2017,arbitration_any_treaty,,NA,NA,resolution,25,17,0
NA,This matter is on consideration.,-,29,PAN,2017-02-16,2017,arbitration_constitutional_limit,,NA,NA,resolution,25,17,0
NA,This matter is on consideration.,-,30,PAN,2017-02-16,2017,arbitration_treaty_policy,,NA,NA,resolution,25,17,0
no,So far no MAP cases have been presented. Panama is currently considering this matter in order to develop MAP regulations aligned with the Action 14 BEPS.,-,31,PAN,2017-02-16,2017,domestic_remedies_info,,bp,[B.P.10],resolution,25,17,0
n/a,-,-,32,PAN,2017-02-16,2017,domestic_remedies_binding_info,,NA,NA,resolution,25,17,0
NA,So far no MAP cases have been presented. Panama is currently considering this matter in order to develop MAP regulations aligned with the Action 14 BEPS.,-,33,PAN,2017-02-16,2017,multi_year_resolution,,bp,[B.P.9],resolution,25,17,0
yes,-,"https://dgi.mef.gob.pa/Tr
ibutación-I/C-
Firmados.html",34,PAN,2017-02-16,2017,corresponding_adjustment_all_treaties,,bp,[B.P.12],resolution,25,17,1
detailed_explanation,So far no MAP cases have been presented. Panama is currently studying this matter in order to develop MAP regulations aligned with the Action 14 BEPS.,-,35,PAN,2017-02-16,2017,resolution_other_info,,NA,NA,resolution,25,17,NA
no,So far no MAP cases have been presented.,-,36,PAN,2017-02-16,2017,additional_tax_timeframe_info,,NA,NA,implementation,25,17,0
no,So far no MAP cases have been presented.,-,37,PAN,2017-02-16,2017,refund_timeframe_info,,NA,NA,implementation,25,17,0
NA,So far no MAP cases have been presented.,-,38,PAN,2017-02-16,2017,implementation_notwithstanding_time,,min_std_mod,NA,implementation,25,17,0
no,-,-,39,PAN,2017-02-16,2017,implementation_other_info,,NA,NA,implementation,25,17,NA
no,-,-,1,PNG,2017-11-03,2017,publication_map_general_nature,,bp,[B.P.2],preventing_disputes,30,10,0
no,We do not have bilateral APA programmes with any of our treaty partners.,-,2,PNG,2017-11-03,2017,bil_apa_available,,bp,[B.P.1],preventing_disputes,30,10,0
n/a,-,-,3,PNG,2017-11-03,2017,bil_apa_roll_back,,NA,NA,preventing_disputes,30,10,0
n/a,-,-,4,PNG,2017-11-03,2017,bil_apa_timeline,,NA,NA,preventing_disputes,30,10,0
n/a,-,-,5,PNG,2017-11-03,2017,bil_apa_info_available,,bp,[B.P.3],preventing_disputes,30,10,0
n/a,-,-,6,PNG,2017-11-03,2017,bil_apa_fees,,NA,NA,preventing_disputes,30,10,0
n/a,-,-,7,PNG,2017-11-03,2017,bil_apa_statistics,,NA,NA,preventing_disputes,30,10,0
no,-,-,8,PNG,2017-11-03,2017,training_officials,,bp,[B.P.4],preventing_disputes,30,10,0
no,-,-,9,PNG,2017-11-03,2017,other_info_available,,NA,NA,preventing_disputes,30,10,NA
yes,-,-,10,PNG,2017-11-03,2017,access_tp,,min_std,[B.3],availability_access,30,10,1
yes,-,-,11,PNG,2017-11-03,2017,access_anti_abuse_treaty,,NA,NA,availability_access,30,10,1
yes,The MAP Articles of some of our bilateral treaties refer to remedies provided by our domestic laws.,-,12,PNG,2017-11-03,2017,access_anti_abuse_domestic,,NA,NA,availability_access,30,10,1
yes,-,-,13,PNG,2017-11-03,2017,access_audit_settlement,,min_std_mod,[B.5],availability_access,30,10,1
yes,-,-,14,PNG,2017-11-03,2017,access_taxpayer_adjustment,,bp,[B.P.6],availability_access,30,10,1
no,-,-,15,PNG,2017-11-03,2017,access_other,,NA,NA,availability_access,30,10,1
n/a,No specific mention of this scenario in our MAP Article.,-,16,PNG,2017-11-03,2017,access_domestic_remedies,,NA,NA,availability_access,30,10,0
n/a,No specific mention of this scenario in our MAP Article.,-,17,PNG,2017-11-03,2017,access_domestic_decision,,NA,NA,availability_access,30,10,0
no,-,-,18,PNG,2017-11-03,2017,access_info_public,,min_std,[B.6],availability_access,30,10,0
yes,-,-,19,PNG,2017-11-03,2017,access_timeline,,NA,NA,availability_access,30,10,0
no,-,-,20,PNG,2017-11-03,2017,guidance_multilateral_map,,bp,[B.P.7],availability_access,30,10,0
no,-,-,21,PNG,2017-11-03,2017,tax_collection_suspended,,bp_mod,NA,availability_access,30,10,0
no,-,-,22,PNG,2017-11-03,2017,access_fees,,NA,NA,availability_access,30,10,1
no,-,-,23,PNG,2017-11-03,2017,access_other_info,,NA,NA,availability_access,30,10,NA
no,-,-,24,PNG,2017-11-03,2017,resolution_timeframes,,min_std,NA,resolution,30,10,0
no,-,-,25,PNG,2017-11-03,2017,map_statistics,,NA,NA,resolution,30,10,0
n/a,We do not have an internal MAP procedure.,-,26,PNG,2017-11-03,2017,interest_penalties,,NA,NA,resolution,30,10,1
no,We do not have a MAP Office/Team.,-,27,PNG,2017-11-03,2017,roles_public,,NA,NA,resolution,30,10,0
yes,Available in all our 11 bilateral tax treaties.,-,28,PNG,2017-11-03,2017,arbitration_any_treaty,,NA,NA,resolution,30,10,1
n/a,-,-,29,PNG,2017-11-03,2017,arbitration_constitutional_limit,,NA,NA,resolution,30,10,0
n/a,-,-,30,PNG,2017-11-03,2017,arbitration_treaty_policy,,NA,NA,resolution,30,10,0
no,-,-,31,PNG,2017-11-03,2017,domestic_remedies_info,,bp,[B.P.10],resolution,30,10,0
n/a,-,-,32,PNG,2017-11-03,2017,domestic_remedies_binding_info,,NA,NA,resolution,30,10,0
no,We do not have a MAP procedure. Having such a procedure will provide us guidelines to deal with such situations.,-,33,PNG,2017-11-03,2017,multi_year_resolution,,bp,[B.P.9],resolution,30,10,0
no,T Our bilateral treaties with Malaysia & Germany do not contain Article 9(2) of the OECD Model Tax Convention. he PNG-Singapore DTA leaves it opens to the CAs from both jurisdictions to mutually agree regarding the amount to be taxed.,-,34,PNG,2017-11-03,2017,corresponding_adjustment_all_treaties,,bp,[B.P.12],resolution,30,10,0
no,-,-,35,PNG,2017-11-03,2017,resolution_other_info,,NA,NA,resolution,30,10,NA
no,-,-,36,PNG,2017-11-03,2017,additional_tax_timeframe_info,,NA,NA,implementation,30,10,0
no,-,-,37,PNG,2017-11-03,2017,refund_timeframe_info,,NA,NA,implementation,30,10,0
yes,-,-,38,PNG,2017-11-03,2017,implementation_notwithstanding_time,,min_std_mod,NA,implementation,30,10,1
no,-,-,39,PNG,2017-11-03,2017,implementation_other_info,,NA,NA,implementation,30,10,NA
no,-,-,1,PRY,2017-08-21,2017,publication_map_general_nature,,bp,[B.P.2],preventing_disputes,10,4,0
n/a,-,-,2,PRY,2017-08-21,2017,bil_apa_available,,bp,[B.P.1],preventing_disputes,10,4,0
n/a,-,-,3,PRY,2017-08-21,2017,bil_apa_roll_back,,NA,NA,preventing_disputes,10,4,0
n/a,-,-,4,PRY,2017-08-21,2017,bil_apa_timeline,,NA,NA,preventing_disputes,10,4,0
n/a,-,-,5,PRY,2017-08-21,2017,bil_apa_info_available,,bp,[B.P.3],preventing_disputes,10,4,0
n/a,-,-,6,PRY,2017-08-21,2017,bil_apa_fees,,NA,NA,preventing_disputes,10,4,0
n/a,-,-,7,PRY,2017-08-21,2017,bil_apa_statistics,,NA,NA,preventing_disputes,10,4,0
yes,-,-,8,PRY,2017-08-21,2017,training_officials,,bp,[B.P.4],preventing_disputes,10,4,1
no,-,-,9,PRY,2017-08-21,2017,other_info_available,,NA,NA,preventing_disputes,10,4,NA
no,MAP is not regulated by Domestic Law.,-,10,PRY,2017-08-21,2017,access_tp,,min_std,[B.3],availability_access,10,4,0
no,MAP is not regulated by Domestic Law.,-,11,PRY,2017-08-21,2017,access_anti_abuse_treaty,,NA,NA,availability_access,10,4,0
no,MAP is not regulated by Domestic Law.,-,12,PRY,2017-08-21,2017,access_anti_abuse_domestic,,NA,NA,availability_access,10,4,0
n/a,MAP is not regulated by Domestic Law.,-,13,PRY,2017-08-21,2017,access_audit_settlement,,min_std_mod,[B.5],availability_access,10,4,1
no,MAP is not regulated by Domestic Law.,-,14,PRY,2017-08-21,2017,access_taxpayer_adjustment,,bp,[B.P.6],availability_access,10,4,0
no,MAP is not regulated by Domestic Law.,-,15,PRY,2017-08-21,2017,access_other,,NA,NA,availability_access,10,4,1
no,MAP is not regulated by Domestic Law.,NA,16,PRY,2017-08-21,2017,access_domestic_remedies,,NA,NA,availability_access,10,4,0
no,MAP is not regulated by Domestic Law.,-,17,PRY,2017-08-21,2017,access_domestic_decision,,NA,NA,availability_access,10,4,0
no,MAP is not regulated by Domestic Law.,-,18,PRY,2017-08-21,2017,access_info_public,,min_std,[B.6],availability_access,10,4,0
no,MAP is not regulated by Domestic Law.,-,19,PRY,2017-08-21,2017,access_timeline,,NA,NA,availability_access,10,4,1
no,MAP is not regulated by Domestic Law.,-,20,PRY,2017-08-21,2017,guidance_multilateral_map,,bp,[B.P.7],availability_access,10,4,0
no,MAP is not regulated by Domestic Law.,-,21,PRY,2017-08-21,2017,tax_collection_suspended,,bp_mod,NA,availability_access,10,4,0
no,MAP is not regulated by Domestic Law.,-,22,PRY,2017-08-21,2017,access_fees,,NA,NA,availability_access,10,4,1
no,MAP is not regulated by Domestic Law.,-,23,PRY,2017-08-21,2017,access_other_info,,NA,NA,availability_access,10,4,NA
no,-,-,24,PRY,2017-08-21,2017,resolution_timeframes,,min_std,NA,resolution,10,4,0
no,-,-,25,PRY,2017-08-21,2017,map_statistics,,NA,NA,resolution,10,4,0
no,-,-,26,PRY,2017-08-21,2017,interest_penalties,,NA,NA,resolution,10,4,0
no,-,-,27,PRY,2017-08-21,2017,roles_public,,NA,NA,resolution,10,4,0
yes,-,-,28,PRY,2017-08-21,2017,arbitration_any_treaty,,NA,NA,resolution,10,4,1
no,-,-,29,PRY,2017-08-21,2017,arbitration_constitutional_limit,,NA,NA,resolution,10,4,1
yes,-,-,30,PRY,2017-08-21,2017,arbitration_treaty_policy,,NA,NA,resolution,10,4,1
no,-,-,31,PRY,2017-08-21,2017,domestic_remedies_info,,bp,[B.P.10],resolution,10,4,0
no,-,-,32,PRY,2017-08-21,2017,domestic_remedies_binding_info,,NA,NA,resolution,10,4,0
no,-,-,33,PRY,2017-08-21,2017,multi_year_resolution,,bp,[B.P.9],resolution,10,4,0
yes,-,-,34,PRY,2017-08-21,2017,corresponding_adjustment_all_treaties,,bp,[B.P.12],resolution,10,4,1
no,-,-,35,PRY,2017-08-21,2017,resolution_other_info,,NA,NA,resolution,10,4,NA
no,-,NA,36,PRY,2017-08-21,2017,additional_tax_timeframe_info,,NA,NA,implementation,10,4,0
no,-,NA,37,PRY,2017-08-21,2017,refund_timeframe_info,,NA,NA,implementation,10,4,0
no,-,-,38,PRY,2017-08-21,2017,implementation_notwithstanding_time,,min_std_mod,NA,implementation,10,4,0
no,NA,NA,39,PRY,2017-08-21,2017,implementation_other_info,,NA,NA,implementation,10,4,NA
no,-,-,1,PER,2017-06-30,2017,publication_map_general_nature,,bp,[B.P.2],preventing_disputes,29.5,8,0
no,-,-,2,PER,2017-06-30,2017,bil_apa_available,,bp,[B.P.1],preventing_disputes,29.5,8,0
n/a,-,-,3,PER,2017-06-30,2017,bil_apa_roll_back,,NA,NA,preventing_disputes,29.5,8,0
n/a,-,-,4,PER,2017-06-30,2017,bil_apa_timeline,,NA,NA,preventing_disputes,29.5,8,0
n/a,-,-,5,PER,2017-06-30,2017,bil_apa_info_available,,bp,[B.P.3],preventing_disputes,29.5,8,0
n/a,-,-,6,PER,2017-06-30,2017,bil_apa_fees,,NA,NA,preventing_disputes,29.5,8,0
n/a,-,-,7,PER,2017-06-30,2017,bil_apa_statistics,,NA,NA,preventing_disputes,29.5,8,0
yes,"The Peruvian Tax Administration (SUNAT) has a training plan for tax officials that include courses of international taxation, transfer pricing and double taxation conventions (DTC). These courses can be contracted with qualified tax institutions or could be taught by officials of the Tax Administration.",-,8,PER,2017-06-30,2017,training_officials,,bp,[B.P.4],preventing_disputes,29.5,8,1
