part,name,text,iso3c,phase
Part C,Appropriate use,It is recommended that Aruba take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,ABW,2021
Part A,Domestic legal and administrative framework,None.,AUS,2021
Part B,Exchange of information framework,None.,AUS,2021
Part C,Appropriate use,None.,AUS,2021
Part A,Domestic legal and administrative framework,None.,AUT,2021
Part B,Exchange of information framework,None.,AUT,2021
Part C,Appropriate use,None.,AUT,2021
Part A,Domestic legal and administrative framework,None.,BHS,2021
Part B,Exchange of information framework,It is recommended that the Bahamas take steps to implement processes or written procedures to ensure that the exchange of information in conducted in a manner consistent with the terms of reference relating to the exchange of information framework ahead of its first exchanges of information. It is recommended that the Bahamas take steps to ensure that the number of reports received and exchanged are monitored.,BHS,2021
Part C,Appropriate use,None.,BHS,2021
Part A,Domestic legal and administrative framework,None.,BHR,2021
Part B,Exchange of information framework,It is recommended that Bahrain take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.,BHR,2021
Part C,Appropriate use,None.,BHR,2021
Part A,Domestic legal and administrative framework,It is recommended that Barbados take steps to implement a domestic legal and administrative framework to impose and enforce CbC reporting requirements as soon as possible.,BRB,2021
Part B,Exchange of information framework,"It is recommended that Barbados take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Barbados has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Barbados take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",BRB,2021
Part C,Appropriate use,It is recommended that Barbados take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,BRB,2021
Part A,Domestic legal and administrative framework,None.,BEL,2021
Part B,Exchange of information framework,None.,BEL,2021
Part C,Appropriate use,None.,BEL,2021
Part A,Domestic legal and administrative framework,It is recommended that Belize take steps to align its local filing implementation with that required by the Action 13 minimum standard.,BLZ,2021
Part B,Exchange of information framework,It is recommended that Belize take steps to implement processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework ahead of the first exchanges of information.,BLZ,2021
Part C,Appropriate use,None.,BLZ,2021
Part A,Domestic legal and administrative framework,It is recommended that Benin take steps to implement a domestic legal and administrative framework to impose and enforce CbC requirements as soon as possible.,BEN,2021
Part B,Exchange of information framework,"It is recommended that Benin take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Benin has an international exchange of information agreement in effect that allows for the automatic exchange of tax information It is recommended that Benin take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",BEN,2021
Part C,Appropriate use,It is recommended that Benin take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,BEN,2021
Part A,Domestic legal and administrative framework,None.,BMU,2021
Part B,Exchange of information framework,None.,BMU,2021
Part C,Appropriate use,None.,BMU,2021
Part A,Domestic legal and administrative framework,It is recommended that Bosnia and Herzegovina take steps to ensure that the filing requirement for CbC reporting applies equally to all relevant entities with no exemptions. It is recommended that Bosnia and Herzegovina take steps to amend legislation or otherwise clarify that the threshold requirement applies in line with the standard. It is recommended that Bosnia and Herzegovina take steps to amend legislation or otherwise ensure that the filing deadline is not more than 12 months from the end of the reporting fiscal year. It is recommended that Bosnia and Herzegovina take steps to implement procedures to ensure compliance with their filing requirement.,BIH,2021
Part B,Exchange of information framework,"It is recommended that Bosnia and Herzegovina take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework which meet the confidentiality, consistency and appropriate use conditions and with which Bosnia and Herzegovina has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Bosnia and Herzegovina take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework. It is recommended that Bosnia and Herzegovina take steps to ensure that the number of reports received and exchanged are monitored.",BIH,2021
Part C,Appropriate use,It is recommended that Bosnia and Herzegovina take steps to ensure that the appropriate use condition is met.,BIH,2021
Part A,Domestic legal and administrative framework,It is recommended that Botswana take steps to implement a domestic legal and administrative framework to impose and enforce CbC reporting requirements as soon as possible.,BWA,2021
Part B,Exchange of information framework,"It is recommended that Botswana take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Botswana has an international exchange of information agreement in effect that allows for the automatic exchange of tax information It is recommended that Botswana take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",BWA,2021
Part C,Appropriate use,It is recommended that Botswana take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,BWA,2021
Part A,Domestic legal and administrative framework,None.,BRA,2021
Part B,Exchange of information framework,None.,BRA,2021
Part C,Appropriate use,None.,BRA,2021
Part A,Domestic legal and administrative framework,None.,VGB,2021
Part B,Exchange of information framework,It is recommended that the British Virgin Islands take steps to implement processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework. It is recommended that the British Virgin Islands take steps to ensure that the number of reports received and exchanged are monitored.,VGB,2021
Part C,Appropriate use,None.,VGB,2021
Part A,Domestic legal and administrative framework,It is recommended that Brunei Darussalam take steps to implement a domestic legal and administrative framework to impose and enforce CbC reporting requirements as soon as possible.,BRN,2021
Part B,Exchange of information framework,"It is recommended that Brunei Darussalam take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Brunei Darussalam has an international exchange of information agreement in effect that allows for the automatic exchange of tax information It is recommended that Brunei Darussalam take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",BRN,2021
Part C,Appropriate use,It is recommended that Brunei Darussalam take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,BRN,2021
Part A,Domestic legal and administrative framework,It is recommended that Bulgaria take steps to align its local filing implementation with that required by the Action 13 minimum standard.,BGR,2021
Part B,Exchange of information framework,None.,BGR,2021
Part C,Appropriate use,None.,BGR,2021
Part A,Domestic legal and administrative framework,A review of Cabo Verde’s domestic legal and administrative framework will be included in the next peer review report.,CPV,2021
Part B,Exchange of information framework,"It is recommended that Cabo Verde take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Cabo Verde has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Cabo Verde take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",CPV,2021
Part C,Appropriate use,It is recommended that Cabo Verde take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,CPV,2021
Part A,Domestic legal and administrative framework,It is recommended that Cameroon take steps to implement a domestic legal and administrative framework to impose and enforce CbC reporting requirements as soon as possible.,CMR,2021
Part B,Exchange of information framework,"It is recommended that Cameroon take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Cameroon has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Cameroon take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",CMR,2021
Part C,Appropriate use,It is recommended that Cameroon take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,CMR,2021
Part A,Domestic legal and administrative framework,None.,CAN,2021
Part B,Exchange of information framework,None.,CAN,2021
Part C,Appropriate use,None.,CAN,2021
Part A,Domestic legal and administrative framework,None.,CYM,2021
Part B,Exchange of information framework,None.,CYM,2021
Part C,Appropriate use,None.,CYM,2021
Part A,Domestic legal and administrative framework,None.,CHL,2021
Part B,Exchange of information framework,None.,CHL,2021
Part C,Appropriate use,None.,CHL,2021
Part A,Domestic legal and administrative framework,"It is recommendation that China clarify the exact scope, conditions and legal basis under the minimum standard and/or the exchange of information framework for the filing exemption in relation to information relating to National Security. It is recommended that China amend its legislation or otherwise takes steps to ensure that local filing is only required in the circumstances contained in the terms of reference.",CHN,2021
Part B,Exchange of information framework,It is recommended that China implement a process to ensure that each of the mandatory fields of information required in the CbC reporting template are present in the information exchanged.,CHN,2021
Part C,Appropriate use,None.,CHN,2021
Part A,Domestic legal and administrative framework,None.,COL,2021
Part B,Exchange of information framework,None.,COL,2021
Part C,Appropriate use,None.,COL,2021
Part A,Domestic legal and administrative framework,It is recommended that Congo take steps to implement a domestic legal and administrative framework to impose and enforce CbC reporting requirements as soon as possible.,COG,2021
Part B,Exchange of information framework,"It is recommended that Congo take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Congo has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Congo take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",COG,2021
Part C,Appropriate use,It is recommended that Congo take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,COG,2021
Part A,Domestic legal and administrative framework,None.,CRI,2021
Part B,Exchange of information framework,It is recommended that Costa Rica take steps to ensure that details of reports are recorded and available to ensure complete and timely filing and exchanges of CbC reports.,CRI,2021
Part C,Appropriate use,None.,CRI,2021
Part A,Domestic legal and administrative framework,None.,CIV,2021
Part B,Exchange of information framework,"It is recommended that Côte d’Ivoire take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework which meet the confidentiality, consistency and appropriate use conditions and with which Côte d’Ivoire has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is also recommended that Côte d’Ivoire have in place the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",CIV,2021
Part C,Appropriate use,It is recommended that Côte d’Ivoire take steps to ensure that the appropriate use condition is met.,CIV,2021
Part A,Domestic legal and administrative framework,None.,HRV,2021
Part B,Exchange of information framework,None.,HRV,2021
Part C,Appropriate use,None.,HRV,2021
Part A,Domestic legal and administrative framework,None.,CUW,2021
Part B,Exchange of information framework,None.,CUW,2021
Part C,Appropriate use,None.,CUW,2021
Part A,Domestic legal and administrative framework,None.,CZE,2021
Part B,Exchange of information framework,None.,CZE,2021
Part C,Appropriate use,None.,CZE,2021
Part A,Domestic legal and administrative framework,It is recommended that the Democratic Republic of the Congo take steps to implement a domestic legal and administrative framework to impose and enforce CbC reporting requirements as soon as possible.,COD,2021
Part B,Exchange of information framework,"It is recommended that the Democratic Republic of the Congo take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which the Democratic Republic of the Congo has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that the Democratic Republic of the Congo take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",COD,2021
Part C,Appropriate use,It is recommended that the Democratic Republic of the Congo take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,COD,2021
Part A,Domestic legal and administrative framework,None.,DNK,2021
Part B,Exchange of information framework,None.,DNK,2021
Part C,Appropriate use,None.,DNK,2021
Part A,Domestic legal and administrative framework,It is recommended that Djibouti take steps to implement a domestic legal and administrative framework to impose and enforce CbC reporting requirements as soon as possible.,DJI,2021
Part B,Exchange of information framework,"It is recommended that Djibouti take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Djibouti has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Djibouti take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",DJI,2021
Part C,Appropriate use,It is recommended that Djibouti take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,DJI,2021
Part A,Domestic legal and administrative framework,It is recommended that Dominica take steps to implement a domestic legal and administrative framework to impose and enforce CbC reporting requirements as soon as possible.,DMA,2021
Part B,Exchange of information framework,"It is recommended that Dominica take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Dominica has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Dominica take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",DMA,2021
Part C,Appropriate use,It is recommended that Dominica take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,DMA,2021
Part A,Domestic legal and administrative framework,A review of the Dominican Republic’s domestic legal and administrative framework will be included in the next peer review report.,DOM,2021
Part B,Exchange of information framework,"It is recommended that the Dominican Republic take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which the Dominican Republic has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that the Dominican Republic take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",DOM,2021
Part C,Appropriate use,It is recommended that the Dominican Republic take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,DOM,2021
Part A,Domestic legal and administrative framework,None.,EGY,2021
Part B,Exchange of information framework,"It is recommended that Egypt take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework which meet the confidentiality, consistency and appropriate use conditions and with which Egypt has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Egypt take steps to implement processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework ahead of its first exchanges of information.",EGY,2021
Part C,Appropriate use,It is recommended that Egypt take steps to ensure that the appropriate use condition is met.,EGY,2021
Part A,Domestic legal and administrative framework,None.,EST,2021
Part B,Exchange of information framework,None.,EST,2021
Part C,Appropriate use,None.,EST,2021
Part A,Domestic legal and administrative framework,It is recommended that Eswatini take steps to implement a domestic legal and administrative framework to impose and enforce CbC reporting requirements as soon as possible.,SWZ,2021
Part B,Exchange of information framework,"It is recommended that Eswatini take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Eswatini has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Eswatini take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",SWZ,2021
Part C,Appropriate use,It is recommended that Eswatini take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,SWZ,2021
Part A,Domestic legal and administrative framework,It is recommended that the Faroe Islands take steps to amend legislation or otherwise clarify that an MNE Group should consider its requirement to file using the consolidated group revenue for its fiscal year immediately preceding a reporting fiscal year for comparison with the threshold. MNE It is recommended that the Faroe Islands take steps to amend legislation or otherwise clarify that there are no exemptions form the filing requirement for MNE Groups who meet the threshold requirement in the Faroe Islands. It is recommended that the Faroe Islands take steps to amend legislation or otherwise clarify that a CbC report should be filed within 12 months of the end of the reporting period the report applies to. It is recommended that the Faroe Islands take steps to implement procedures to ensure effective implementation of the filing requirement. It is recommended that the Faroe Islands clarify that the annual consolidated group revenue threshold calculation rule applies in line with the OECD guidance on currency fluctuations in respect of an MNE Group whose Ultimate Parent Entity is located in a jurisdiction other than the Faroe Islands.,FRO,2021
Part B,Exchange of information framework,"It is recommended that the Faroe Islands take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework which meet the confidentiality, consistency and appropriate use conditions and with which the Faroe Islands has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that the Faroe Islands take steps to implement processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",FRO,2021
Part C,Appropriate use,It is recommended that the Faroe Islands take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,FRO,2021
Part A,Domestic legal and administrative framework,None.,FIN,2021
Part B,Exchange of information framework,None.,FIN,2021
Part C,Appropriate use,None.,FIN,2021
Part A,Domestic legal and administrative framework,"It is recommended that France introduce a provision which would have an equivalent effect as the “deemed listing provision”, i.e. ensuring that all entities that are not legally required to prepare Consolidated Financial Statements (whether under commercial / company law, or under regulations governing the relevant stock exchange / market, or other) be included in the scope of the parent entity filing obligation. It is recommended that France ensure that local filing only occurs in the circumstances contained in the terms of reference.",FRA,2021
Part B,Exchange of information framework,None.,FRA,2021
Part C,Appropriate use,None.,FRA,2021
Part A,Domestic legal and administrative framework,"It is recommended that Gabon finalise its requirements, in particular to: complete or introduce the definitions of “Constituent Entity”, “Group” and “MNE Group” which appear to be incomplete or missing, and define the requirements on the content of a CbC report.",GAB,2021
Part B,Exchange of information framework,"It is recommended that Gabon take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Gabon has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Gabon take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",GAB,2021
Part C,Appropriate use,It is recommended that Gabon take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,GAB,2021
Part A,Domestic legal and administrative framework,A review of Georgia’s domestic legal and administrative framework will be included in the next peer review report.,GEO,2021
Part B,Exchange of information framework,"It is recommended that Georgia take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Georgia has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Georgia take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",GEO,2021
Part C,Appropriate use,It is recommended that Georgia take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,GEO,2021
Part A,Domestic legal and administrative framework,None.,DEU,2021
Part B,Exchange of information framework,None.,DEU,2021
Part C,Appropriate use,None.,DEU,2021
Part A,Domestic legal and administrative framework,None.,GIB,2021
Part B,Exchange of information framework,None.,GIB,2021
Part C,Appropriate use,None.,GIB,2021
Part A,Domestic legal and administrative framework,None.,GRC,2021
Part B,Exchange of information framework,None.,GRC,2021
Part C,Appropriate use,None.,GRC,2021
Part A,Domestic legal and administrative framework,It is recommended that Greenland clarify that the annual consolidated group revenue threshold calculation rule applies in line with the OECD guidance on currency fluctuations in respect of an MNE Group whose Ultimate Parent Entity is located in a jurisdiction other than Greenland.,GRL,2021
Part B,Exchange of information framework,"It is recommended that Greenland take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework which meet the confidentiality, consistency and appropriate use conditions and with which Greenland has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Greenland take steps to implement processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",GRL,2021
Part C,Appropriate use,It is recommended that Greenland take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,GRL,2021
Part A,Domestic legal and administrative framework,It is recommended that Grenada take steps to implement a domestic legal and administrative framework to impose and enforce CbC reporting requirements as soon as possible.,GRD,2021
Part B,Exchange of information framework,"It is recommended that Grenada take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Grenada has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Grenada take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",GRD,2021
Part C,Appropriate use,It is recommended that Grenada take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,GRD,2021
Part A,Domestic legal and administrative framework,None.,GGY,2021
Part B,Exchange of information framework,None.,GGY,2021
Part C,Appropriate use,None.,GGY,2021
Part A,Domestic legal and administrative framework,It is recommended that Haiti take steps to implement a domestic legal and administrative framework to impose and enforce CbC reporting requirements as soon as possible.,HTI,2021
Part B,Exchange of information framework,"It is recommended that Haiti take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Haiti has an international exchange of information agreement in effect that allows for the automatic exchange of tax information It is recommended that Haiti take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",HTI,2021
Part C,Appropriate use,It is recommended that Haiti take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,HTI,2021
Part A,Domestic legal and administrative framework,It is recommended that Honduras take steps to implement a domestic legal and administrative framework to impose and enforce CbC reporting requirements as soon as possible.,HND,2021
Part B,Exchange of information framework,"It is recommended that Honduras take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Honduras has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Honduras take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",HND,2021
Part C,Appropriate use,It is recommended that Honduras take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,HND,2021
Part A,Domestic legal and administrative framework,None.,HKG,2021
Part B,Exchange of information framework,None.,HKG,2021
Part C,Appropriate use,None.,HKG,2021
Part A,Domestic legal and administrative framework,None.,HUN,2021
Part B,Exchange of information framework,None.,HUN,2021
Part C,Appropriate use,None.,HUN,2021
Part A,Domestic legal and administrative framework,None.,ISL,2021
Part B,Exchange of information framework,None.,ISL,2021
Part C,Appropriate use,None.,ISL,2021
Part A,Domestic legal and administrative framework,It is recommended that India amend or otherwise clarify that the annual consolidated group revenue threshold calculation rule applies in a manner consistent with the OECD guidance on currency fluctuations in respect of an MNE Group whose Ultimate Parent Entity is located in a jurisdiction other than India. It is recommended that India amend its legislation or otherwise takes steps to ensure that local filing is only required in the circumstances contained in the terms of reference.,IND,2021
Part B,Exchange of information framework,None.,IND,2021
Part C,Appropriate use,None.,IND,2021
Part A,Domestic legal and administrative framework,None.,IDN,2021
Part B,Exchange of information framework,None.,IDN,2021
Part C,Appropriate use,None.,IDN,2021
Part A,Domestic legal and administrative framework,None.,IRL,2021
Part B,Exchange of information framework,None.,IRL,2021
Part C,Appropriate use,None.,IRL,2021
Part A,Domestic legal and administrative framework,None.,IMN,2021
Part B,Exchange of information framework,None.,IMN,2021
Part C,Appropriate use,None.,IMN,2021
Part A,Domestic legal and administrative framework,It is recommended that Israel take steps to implement a domestic legal and administrative framework to impose and enforce CbC reporting requirements as soon as possible.,ISR,2021
Part B,Exchange of information framework,"It is recommended that Israel take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Israel has an international exchange of information agreement in effect that allows for the automatic exchange of tax information It is recommended that Israel take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",ISR,2021
Part C,Appropriate use,It is recommended that Israel take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,ISR,2021
Part A,Domestic legal and administrative framework,None.,ITA,2021
Part B,Exchange of information framework,None.,ITA,2021
Part C,Appropriate use,None.,ITA,2021
Part A,Domestic legal and administrative framework,It is recommended that Jamaica take steps to implement a domestic legal and administrative framework to impose and enforce CbC reporting requirements as soon as possible.,JAM,2021
Part B,Exchange of information framework,"It is recommended that Jamaica take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Jamaica has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Jamaica take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",JAM,2021
Part C,Appropriate use,It is recommended that Jamaica take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,JAM,2021
Part A,Domestic legal and administrative framework,None.,JPN,2021
Part B,Exchange of information framework,None.,JPN,2021
Part C,Appropriate use,None.,JPN,2021
Part A,Domestic legal and administrative framework,None.,JEY,2021
Part B,Exchange of information framework,None.,JEY,2021
Part C,Appropriate use,None.,JEY,2021
Part A,Domestic legal and administrative framework,It is recommended that Jordan take steps to implement a domestic legal and administrative framework to impose and enforce CbC reporting requirements as soon as possible.,JOR,2021
Part B,Exchange of information framework,"It is recommended that Jordan take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Jordan has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Jordan take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",JOR,2021
Part C,Appropriate use,It is recommended that Jordan take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,JOR,2021
Part A,Domestic legal and administrative framework,None.,KAZ,2021
Part B,Exchange of information framework,It is recommended that Kazakhstan take steps to implement processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework ahead of its first exchanges of information.,KAZ,2021
Part C,Appropriate use,None.,KAZ,2021
Part A,Domestic legal and administrative framework,It is recommended that Kenya take steps to implement a domestic legal and administrative framework to impose and enforce CbC reporting requirements as soon as possible.,KEN,2021
Part B,Exchange of information framework,"It is recommended that Kenya take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Kenya has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Kenya take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",KEN,2021
Part C,Appropriate use,It is recommended that Kenya take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,KEN,2021
Part A,Domestic legal and administrative framework,None.,KOR,2021
Part B,Exchange of information framework,None.,KOR,2021
Part C,Appropriate use,None.,KOR,2021
Part A,Domestic legal and administrative framework,It is recommended that Latvia amend or otherwise clarify that the annual consolidated group revenue threshold calculation rule applies in a manner consistent with the OECD guidance on currency fluctuations in respect of an MNE Group whose Ultimate Parent Entity is located in a jurisdiction other than Latvia.,LVA,2021
Part B,Exchange of information framework,None.,LVA,2021
Part C,Appropriate use,None.,LVA,2021
Part A,Domestic legal and administrative framework,It is recommended that Liberia take steps to implement a domestic legal and administrative framework to impose and enforce CbC reporting requirements as soon as possible.,LBR,2021
Part B,Exchange of information framework,"It is recommended that Liberia take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Liberia has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Liberia take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",LBR,2021
Part C,Appropriate use,It is recommended that Liberia take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,LBR,2021
Part A,Domestic legal and administrative framework,None.,LIE,2021
Part B,Exchange of information framework,None.,LIE,2021
Part C,Appropriate use,None.,LIE,2021
Part A,Domestic legal and administrative framework,None.,LTU,2021
Part B,Exchange of information framework,None.,LTU,2021
Part C,Appropriate use,None.,LTU,2021
Part A,Domestic legal and administrative framework,None.,LUX,2021
Part B,Exchange of information framework,None.,LUX,2021
Part C,Appropriate use,None.,LUX,2021
Part A,Domestic legal and administrative framework,None.,MAC,2021
Part B,Exchange of information framework,None.,MAC,2021
Part C,Appropriate use,None.,MAC,2021
Part A,Domestic legal and administrative framework,None.,MYS,2021
Part B,Exchange of information framework,None.,MYS,2021
Part C,Appropriate use,None.,MYS,2021
